Id,Label,movies_credited,degree,weighted_degree
Cheryl Hines,Cheryl Hines,4,8,8
Conrad Goode,Conrad Goode,1,2,2
Jennifer Esposito,Jennifer Esposito,6,10,12
Derek Mears,Derek Mears,3,6,6
Chad Lowe,Chad Lowe,1,2,2
Erik Per Sullivan,Erik Per Sullivan,2,4,4
Olivier Martinez,Olivier Martinez,4,8,8
Alex Pettyfer,Alex Pettyfer,6,12,12
Emily Wickersham,Emily Wickersham,1,2,2
Reuben Langdon,Reuben Langdon,1,2,2
Amr Waked,Amr Waked,3,4,6
Kayvan Novak,Kayvan Novak,3,4,6
David Costabile,David Costabile,5,8,10
James Badge Dale,James Badge Dale,3,6,6
Ana de la Reguera,Ana de la Reguera,2,4,4
Mary Lynn Rajskub,Mary Lynn Rajskub,8,16,16
Charles Martinet,Charles Martinet,1,2,2
Alice Krige,Alice Krige,4,8,8
Faizon Love,Faizon Love,10,19,20
Dania Ramirez,Dania Ramirez,4,8,8
Michael Cudlitz,Michael Cudlitz,3,6,6
Alycia Debnam-Carey,Alycia Debnam-Carey,1,2,2
Scott Lawrence,Scott Lawrence,1,2,2
Gilbert R. Hill,Gilbert R. Hill,1,2,2
Jon Tenney,Jon Tenney,3,6,6
Phoebe Cates,Phoebe Cates,3,6,6
Robert Picardo,Robert Picardo,4,8,8
Marcel Iures,Marcel Iures,2,4,4
Mike Epps,Mike Epps,14,24,28
Celia Imrie,Celia Imrie,5,10,10
John Billingsley,John Billingsley,3,6,6
Joan Chen,Joan Chen,5,10,10
Sven-Ole Thorsen,Sven-Ole Thorsen,1,2,2
Taylor Dooley,Taylor Dooley,1,2,2
Peter Youngblood Hills,Peter Youngblood Hills,1,2,2
Virginie Ledoyen,Virginie Ledoyen,2,4,4
Ben Miles,Ben Miles,2,4,4
Rain,Rain,1,2,2
Shô Kosugi,Shô Kosugi,1,2,2
Carmine Giovinazzo,Carmine Giovinazzo,1,2,2
Bruce Alexander,Bruce Alexander,1,2,2
David Jason,David Jason,1,2,2
John Lyons,John Lyons,1,2,2
Rumer Willis,Rumer Willis,2,4,4
Jay Mohr,Jay Mohr,4,8,8
Agnes Bruckner,Agnes Bruckner,5,8,10
Kelly Rowan,Kelly Rowan,1,2,2
Muse Watson,Muse Watson,5,10,10
Richard Brake,Richard Brake,1,2,2
Stephen Walters,Stephen Walters,2,4,4
Rita Wilson,Rita Wilson,3,6,6
Tim Matheson,Tim Matheson,3,6,6
J.D. Evermore,J.D. Evermore,2,4,4
Rachel Roberts,Rachel Roberts,1,2,2
Harry Connick Jr.,Harry Connick Jr.,8,15,16
Tim Daly,Tim Daly,4,8,8
Rick Hoffman,Rick Hoffman,2,4,4
Michelle Forbes,Michelle Forbes,1,2,2
Valeria Golino,Valeria Golino,4,8,8
Aaron Hill,Aaron Hill,1,2,2
Brittany Curran,Brittany Curran,2,4,4
Grey Damon,Grey Damon,1,2,2
M. Emmet Walsh,M. Emmet Walsh,8,16,16
Donald Watkins,Donald Watkins,1,2,2
Jessica Collins,Jessica Collins,1,2,2
Vanessa Ferlito,Vanessa Ferlito,3,6,6
Raza Jaffrey,Raza Jaffrey,1,2,2
David Bailie,David Bailie,1,2,2
Paul Brooke,Paul Brooke,1,2,2
Rab Affleck,Rab Affleck,1,2,2
Gregory Smith,Gregory Smith,4,8,8
William Atherton,William Atherton,2,4,4
Lara Flynn Boyle,Lara Flynn Boyle,3,6,6
Grant Bowler,Grant Bowler,2,4,4
Julie Benz,Julie Benz,6,12,12
Ian Ziering,Ian Ziering,2,4,4
Mo'Nique,Mo'Nique,9,14,18
Alden Ehrenreich,Alden Ehrenreich,4,8,8
Pruitt Taylor Vince,Pruitt Taylor Vince,4,8,8
Zoey Deutch,Zoey Deutch,2,4,4
Andrew Wilson,Andrew Wilson,2,4,4
Willie Nelson,Willie Nelson,1,2,2
Josie Ho,Josie Ho,2,4,4
Robin Shou,Robin Shou,2,4,4
David Patrick Kelly,David Patrick Kelly,4,8,8
Gilbert Gottfried,Gilbert Gottfried,2,4,4
Tom Sturridge,Tom Sturridge,1,2,2
Jacob Vargas,Jacob Vargas,9,18,18
James Lew,James Lew,1,2,2
Alison Doody,Alison Doody,2,4,4
Guro Nagelhus Schia,Guro Nagelhus Schia,1,2,2
Matthew Macfadyen,Matthew Macfadyen,1,2,2
Leland Orser,Leland Orser,3,6,6
Dwight Yoakam,Dwight Yoakam,5,10,10
Mel Rodriguez,Mel Rodriguez,1,2,2
Lochlyn Munro,Lochlyn Munro,6,12,12
P.J. Soles,P.J. Soles,4,4,8
Steve Bacic,Steve Bacic,1,2,2
Mykelti Williamson,Mykelti Williamson,2,4,4
Fares Fares,Fares Fares,2,4,4
Michael Nardone,Michael Nardone,1,2,2
Corinna Harney,Corinna Harney,1,2,2
Douglas Haase,Douglas Haase,1,2,2
Vince Vieluf,Vince Vieluf,2,4,4
Bradley Whitford,Bradley Whitford,5,10,10
Brian Doyle-Murray,Brian Doyle-Murray,5,10,10
Fred Gwynne,Fred Gwynne,4,8,8
Gretchen Mol,Gretchen Mol,7,14,14
Jon Gries,Jon Gries,9,18,18
Keith Hudson,Keith Hudson,1,2,2
Andy Dick,Andy Dick,2,4,4
Eric Peterson,Eric Peterson,1,2,2
Gulshan Grover,Gulshan Grover,1,2,2
Nandita Das,Nandita Das,1,2,2
Charlie Korsmo,Charlie Korsmo,2,4,4
Faye Dunaway,Faye Dunaway,8,16,16
Adam Garcia,Adam Garcia,4,8,8
Alissa Dean,Alissa Dean,1,2,2
Anatoliy Solonitsyn,Anatoliy Solonitsyn,1,2,2
Donatas Banionis,Donatas Banionis,1,2,2
Natalya Bondarchuk,Natalya Bondarchuk,1,2,2
Bronagh Gallagher,Bronagh Gallagher,2,4,4
George Cole,George Cole,1,2,2
Crystal Lowe,Crystal Lowe,5,10,10
Billy Blair,Billy Blair,1,2,2
Julia Jones,Julia Jones,1,2,2
Randall 'Tex' Cobb,Randall 'Tex' Cobb,2,4,4
Swoosie Kurtz,Swoosie Kurtz,4,6,8
Amy Ryan,Amy Ryan,3,6,6
Olympia Dukakis,Olympia Dukakis,2,4,4
Jacqueline Bisset,Jacqueline Bisset,3,6,6
Luke Grimes,Luke Grimes,4,8,8
Jenny McCarthy,Jenny McCarthy,3,6,6
Pamela Anderson,Pamela Anderson,1,2,2
Regina Hall,Regina Hall,7,13,14
Candice Bergen,Candice Bergen,3,6,6
Heather Burns,Heather Burns,2,4,4
Wendy Raquel Robinson,Wendy Raquel Robinson,1,2,2
Anita Briem,Anita Briem,2,4,4
Brad Renfro,Brad Renfro,4,8,8
Noel Gugliemi,Noel Gugliemi,7,14,14
Patrick Bergin,Patrick Bergin,2,4,4
Jane Fonda,Jane Fonda,5,10,10
Enrico Colantoni,Enrico Colantoni,4,8,8
Robin Sachs,Robin Sachs,1,2,2
Eric Jacobson,Eric Jacobson,1,2,2
Steve Whitmire,Steve Whitmire,2,4,4
Traci Lords,Traci Lords,3,6,6
Robert Ri'chard,Robert Ri'chard,4,6,8
Bruce Altman,Bruce Altman,2,4,4
Matt Malloy,Matt Malloy,2,4,4
Eric Stoltz,Eric Stoltz,9,18,18
Kari Wuhrer,Kari Wuhrer,3,6,6
Izabella Miko,Izabella Miko,2,4,4
Tyra Banks,Tyra Banks,2,4,4
Kris Marshall,Kris Marshall,6,9,12
Madeline Kahn,Madeline Kahn,7,10,14
Ian Richardson,Ian Richardson,3,4,6
Emilio Estefan Jr.,Emilio Estefan Jr.,1,2,2
Rod Steiger,Rod Steiger,5,9,10
Lucille Ball,Lucille Ball,1,2,2
Tom Bosley,Tom Bosley,2,4,4
Nick Zano,Nick Zano,2,4,4
James Tumminia,James Tumminia,1,2,2
Joel McHale,Joel McHale,4,8,8
William Lucking,William Lucking,2,4,4
Vincent Kartheiser,Vincent Kartheiser,1,2,2
Demián Bichir,Demián Bichir,4,8,8
Gary Stretch,Gary Stretch,2,4,4
Shea Whigham,Shea Whigham,5,10,10
Valerie Cruz,Valerie Cruz,1,2,2
Will Beinbrink,Will Beinbrink,1,2,2
Ben Miller,Ben Miller,1,2,2
Natalie Imbruglia,Natalie Imbruglia,1,2,2
José Ferrer,José Ferrer,3,6,6
Robert Clohessy,Robert Clohessy,3,4,6
T.V. Carpio,T.V. Carpio,2,2,4
Joe Komara,Joe Komara,1,2,2
David Belle,David Belle,2,4,4
Alexa PenaVega,Alexa PenaVega,12,23,24
Keenen Ivory Wayans,Keenen Ivory Wayans,2,4,4
John de Lancie,John de Lancie,4,8,8
Obba Babatundé,Obba Babatundé,2,4,4
Carter Jenkins,Carter Jenkins,2,4,4
Malese Jow,Malese Jow,2,4,4
Adrien Dorval,Adrien Dorval,1,2,2
Costas Mandylor,Costas Mandylor,9,16,18
Nels Lennarson,Nels Lennarson,1,2,2
Kristy Swanson,Kristy Swanson,2,4,4
Henry Thomas,Henry Thomas,5,10,10
Laz Alonso,Laz Alonso,7,13,14
Omari Hardwick,Omari Hardwick,5,9,10
Man Li,Man Li,1,2,2
Ye Liu,Ye Liu,2,4,4
Charlie Yeung,Charlie Yeung,2,4,4
James With,James With,1,2,2
Omar Epps,Omar Epps,9,17,18
Giovanna Mezzogiorno,Giovanna Mezzogiorno,1,2,2
Marcela Mar,Marcela Mar,1,2,2
Unax Ugalde,Unax Ugalde,1,2,2
Clotilde Hesme,Clotilde Hesme,1,2,2
Céline Sallette,Céline Sallette,1,2,2
Pierre Perrier,Pierre Perrier,2,4,4
Sam Waterston,Sam Waterston,4,8,8
Daniel Kaluuya,Daniel Kaluuya,2,4,4
Tim McInnerny,Tim McInnerny,3,4,6
Togo Igawa,Togo Igawa,1,2,2
Clea DuVall,Clea DuVall,11,20,22
Daniel Roebuck,Daniel Roebuck,7,13,14
Julia Nickson,Julia Nickson,1,2,2
Martin Kove,Martin Kove,6,9,12
Cliff Edwards,Cliff Edwards,1,2,2
Dickie Jones,Dickie Jones,1,2,2
Mel Blanc,Mel Blanc,1,2,2
Isabelle Huppert,Isabelle Huppert,6,12,12
Daniel Mays,Daniel Mays,5,6,10
Michael Nouri,Michael Nouri,3,6,6
Rob Brown,Rob Brown,1,2,2
Chelsea Bond,Chelsea Bond,1,2,2
Judith Chapman,Judith Chapman,1,2,2
Lillian Adams,Lillian Adams,1,2,2
Wilford Brimley,Wilford Brimley,5,10,10
Augustus Prew,Augustus Prew,2,4,4
Charlie Tahan,Charlie Tahan,2,4,4
Valerie Tian,Valerie Tian,1,2,2
Dax Flame,Dax Flame,2,4,4
Clarke Peters,Clarke Peters,2,4,4
Dylan Moran,Dylan Moran,4,8,8
Julia Sawalha,Julia Sawalha,1,2,2
Masi Oka,Masi Oka,3,6,6
Geoffrey Holder,Geoffrey Holder,2,4,4
William Xifaras,William Xifaras,1,2,2
Richard Burton,Richard Burton,4,8,8
Roddy McDowall,Roddy McDowall,6,12,12
Charice,Charice,1,2,2
Reggie Lee,Reggie Lee,3,6,6
Mimi Rogers,Mimi Rogers,2,4,4
David Eigenberg,David Eigenberg,1,2,2
Bono,Bono,2,4,4
Slash,Slash,1,2,2
Anthony Zerbe,Anthony Zerbe,3,6,6
Robert Davi,Robert Davi,5,10,10
Fisher Stevens,Fisher Stevens,11,22,22
Jared Burke,Jared Burke,1,2,2
Jeremy Crutchley,Jeremy Crutchley,2,4,4
Maggie Cheung,Maggie Cheung,4,5,8
Tony Chiu Wai Leung,Tony Chiu Wai Leung,5,7,10
Debbie Reynolds,Debbie Reynolds,4,8,8
Anders Holm,Anders Holm,2,3,4
Randall Park,Randall Park,4,8,8
Dong-gun Jang,Dong-gun Jang,3,6,6
Jed Brophy,Jed Brophy,4,8,8
Bob Hastings,Bob Hastings,1,2,2
Gavin MacLeod,Gavin MacLeod,2,4,4
Dany Boon,Dany Boon,4,8,8
Evan Jones,Evan Jones,1,2,2
Jamel Debbouze,Jamel Debbouze,2,4,4
Mélissa Theuriau,Mélissa Theuriau,1,2,2
Youssef Hajdi,Youssef Hajdi,1,2,2
Bérénice Bejo,Bérénice Bejo,2,4,4
Anthony Chau-Sang Wong,Anthony Chau-Sang Wong,2,4,4
Julian Sands,Julian Sands,8,16,16
Lee Evans,Lee Evans,2,4,4
J. Smith-Cameron,J. Smith-Cameron,1,2,2
Mandy Gonzalez,Mandy Gonzalez,1,2,2
JoBeth Williams,JoBeth Williams,1,2,2
William Bassett,William Bassett,3,4,6
William Zabka,William Zabka,2,2,4
Annabeth Gish,Annabeth Gish,2,4,4
Bruce Campbell,Bruce Campbell,1,2,2
Jeffrey Weissman,Jeffrey Weissman,2,2,4
Thomas F. Wilson,Thomas F. Wilson,7,11,14
Dan Bilzerian,Dan Bilzerian,1,2,2
Jerry Ferrara,Jerry Ferrara,2,4,4
Scott Elrod,Scott Elrod,3,6,6
Lori Petty,Lori Petty,2,4,4
Rosie O'Donnell,Rosie O'Donnell,1,2,2
Javier Botet,Javier Botet,3,6,6
Dustin Fitzsimons,Dustin Fitzsimons,2,4,4
Marcella Lentz-Pope,Marcella Lentz-Pope,1,2,2
Carmen Perez,Carmen Perez,1,2,2
Sabrina Revelle,Sabrina Revelle,1,2,2
Sachiko Ishida,Sachiko Ishida,1,2,2
Beau Mirchoff,Beau Mirchoff,1,2,2
Kelly Rutherford,Kelly Rutherford,1,2,2
Roger Jackson,Roger Jackson,2,4,4
Wendy Crewson,Wendy Crewson,2,4,4
Nadine Velazquez,Nadine Velazquez,5,8,10
Eric Schweig,Eric Schweig,2,4,4
Terry Kinney,Terry Kinney,3,6,6
Curtis Armstrong,Curtis Armstrong,7,14,14
Jason Douglas,Jason Douglas,1,2,2
Powers Boothe,Powers Boothe,5,10,10
Jane Curtin,Jane Curtin,1,2,2
Susan Ward,Susan Ward,2,4,4
Cheryl Penland,Cheryl Penland,1,2,2
Jay O. Sanders,Jay O. Sanders,1,2,2
Sally Kirkland,Sally Kirkland,4,8,8
Marisol Nichols,Marisol Nichols,1,2,2
Nia Long,Nia Long,14,27,28
Matthew Perry,Matthew Perry,5,8,10
David Thornton,David Thornton,2,4,4
Kate Upton,Kate Upton,2,4,4
Andrew Fiscella,Andrew Fiscella,3,6,6
Krista Allen,Krista Allen,2,4,4
Shantel VanSanten,Shantel VanSanten,2,4,4
Joaquim de Almeida,Joaquim de Almeida,3,6,6
Sam Jaeger,Sam Jaeger,1,2,2
Lino Facioli,Lino Facioli,1,2,2
Mario Lopez,Mario Lopez,1,2,2
Pink,Pink,1,2,2
Nick Cannon,Nick Cannon,4,8,8
Michael Jai White,Michael Jai White,10,18,20
Margarita Levieva,Margarita Levieva,1,2,2
Aidan Quinn,Aidan Quinn,12,22,24
Lindsay Sloane,Lindsay Sloane,3,5,6
Jonathan Morgan Heit,Jonathan Morgan Heit,1,2,2
Paul Scheer,Paul Scheer,1,2,2
Dalia Hernández,Dalia Hernández,1,2,2
Jonathan Brewer,Jonathan Brewer,1,2,2
Rudy Youngblood,Rudy Youngblood,2,4,4
Topher Grace,Topher Grace,6,10,12
Debra Winger,Debra Winger,2,4,4
Roscoe Lee Browne,Roscoe Lee Browne,3,6,6
Ebon Moss-Bachrach,Ebon Moss-Bachrach,2,4,4
Deneen Tyler,Deneen Tyler,1,2,2
Gena Rowlands,Gena Rowlands,6,12,12
Joy Bryant,Joy Bryant,1,2,2
Beau Garrett,Beau Garrett,1,2,2
Busy Philipps,Busy Philipps,5,8,10
Johnny Cannizzaro,Johnny Cannizzaro,1,2,2
Scott Vance,Scott Vance,1,2,2
Steve Schirripa,Steve Schirripa,1,2,2
José Wilker,José Wilker,1,2,2
Lorraine Bracco,Lorraine Bracco,2,4,4
Sean Connery,Sean Connery,1,2,2
Ian Whyte,Ian Whyte,2,4,4
Johnny Lewis,Johnny Lewis,3,6,6
Sam Trammell,Sam Trammell,4,8,8
John Larroquette,John Larroquette,2,4,4
Jonathan Hyde,Jonathan Hyde,1,2,2
Macaulay Culkin,Macaulay Culkin,6,11,12
Bobby Lee,Bobby Lee,1,2,2
Jeremy Owen,Jeremy Owen,1,2,2
Nelson Ascencio,Nelson Ascencio,1,2,2
Julene Renee,Julene Renee,1,2,2
Tom Virtue,Tom Virtue,1,2,2
Aimee Teegarden,Aimee Teegarden,3,6,6
Shenae Grimes-Beech,Shenae Grimes-Beech,2,4,4
Anthony Heald,Anthony Heald,2,4,4
Nat Faxon,Nat Faxon,2,4,4
Jesse James,Jesse James,1,2,2
Emma Bell,Emma Bell,2,4,4
Jacqueline MacInnes Wood,Jacqueline MacInnes Wood,1,2,2
Angie Dickinson,Angie Dickinson,3,6,6
Ione Skye,Ione Skye,2,4,4
Jimmy Fallon,Jimmy Fallon,4,8,8
KaDee Strickland,KaDee Strickland,2,4,4
Bruce Dinsmore,Bruce Dinsmore,1,2,2
Daniel Brochu,Daniel Brochu,1,2,2
Melissa Altro,Melissa Altro,1,2,2
Shaun Weiss,Shaun Weiss,2,4,4
Stephen Henderson,Stephen Henderson,2,4,4
Thomas Horn,Thomas Horn,1,2,2
Noah Bean,Noah Bean,1,2,2
Patti D'Arbanville,Patti D'Arbanville,1,2,2
Vanessa Aspillaga,Vanessa Aspillaga,1,2,2
Anne Archer,Anne Archer,4,8,8
David Fine,David Fine,2,4,4
Jesse L. Martin,Jesse L. Martin,2,4,4
Angela Bettis,Angela Bettis,1,2,2
Jimmy Smits,Jimmy Smits,2,4,4
Carlease Burke,Carlease Burke,1,2,2
Valerie Perri,Valerie Perri,1,2,2
Marco Hofschneider,Marco Hofschneider,1,2,2
Catherine Deneuve,Catherine Deneuve,7,14,14
Justin Chambers,Justin Chambers,2,4,4
Andrea Frankle,Andrea Frankle,1,2,2
William Ragsdale,William Ragsdale,1,2,2
David Proval,David Proval,2,4,4
Cliff Robertson,Cliff Robertson,3,6,6
Lillo Brancato,Lillo Brancato,1,2,2
Callum Blue,Callum Blue,2,4,4
Jesse Borrego,Jesse Borrego,2,4,4
Jaleel White,Jaleel White,1,2,2
John Doman,John Doman,5,10,10
Mira Sorvino,Mira Sorvino,5,10,10
Steven Weber,Steven Weber,2,4,4
Dane Cook,Dane Cook,6,12,12
Bobbie Phillips,Bobbie Phillips,1,2,2
Elizabeth Berkley,Elizabeth Berkley,4,8,8
Lauren Lee Smith,Lauren Lee Smith,1,2,2
Geraldine Chaplin,Geraldine Chaplin,5,10,10
Oaklee Pendergast,Oaklee Pendergast,1,2,2
Carol Kane,Carol Kane,6,12,12
Isabelle Adjani,Isabelle Adjani,3,6,6
James Gammon,James Gammon,3,6,6
Patricia Heaton,Patricia Heaton,2,4,4
Richard Epcar,Richard Epcar,1,2,2
Isabelle Nanty,Isabelle Nanty,2,4,4
Mathieu Kassovitz,Mathieu Kassovitz,3,6,6
Bob Saget,Bob Saget,1,2,2
Mary-Kate Olsen,Mary-Kate Olsen,3,6,6
Riley Smith,Riley Smith,4,8,8
Andrew Daly,Andrew Daly,2,4,4
Jonathan Jackson,Jonathan Jackson,2,4,4
Jeffrey Combs,Jeffrey Combs,3,6,6
Jason Robards,Jason Robards,5,10,10
Eddie Rouse,Eddie Rouse,2,4,4
Tim Guinee,Tim Guinee,4,8,8
Bridgette Wilson-Sampras,Bridgette Wilson-Sampras,6,12,12
John Aylward,John Aylward,3,6,6
Matt Ross,Matt Ross,2,4,4
Troy Garity,Troy Garity,1,2,2
Greg Collins,Greg Collins,2,4,4
John Gatins,John Gatins,1,2,2
Lou Saliba,Lou Saliba,1,2,2
Kelly Ripa,Kelly Ripa,1,2,2
Jasmine Trinca,Jasmine Trinca,1,2,2
Ashley Walters,Ashley Walters,1,2,2
Aaron Yoo,Aaron Yoo,6,10,12
Sarah Roemer,Sarah Roemer,4,6,8
James Brolin,James Brolin,5,10,10
Ljubomir Kerekes,Ljubomir Kerekes,1,2,2
Zan Marolt,Zan Marolt,1,2,2
John Mahoney,John Mahoney,2,4,4
Andy Lau,Andy Lau,5,9,10
Takeshi Kaneshiro,Takeshi Kaneshiro,3,5,6
Kuno Becker,Kuno Becker,2,4,4
Kang-ho Song,Kang-ho Song,3,6,6
François Cluzet,François Cluzet,5,10,10
Anushka Shetty,Anushka Shetty,1,2,2
Prabhas,Prabhas,1,2,2
Tamannaah Bhatia,Tamannaah Bhatia,1,2,2
Arliss Howard,Arliss Howard,1,2,2
Brooklynn Proulx,Brooklynn Proulx,1,2,2
Michelle Nolden,Michelle Nolden,2,4,4
Colin Ferguson,Colin Ferguson,2,4,4
Atticus Shaffer,Atticus Shaffer,3,4,6
Michael Hitchcock,Michael Hitchcock,1,2,2
Sean Maher,Sean Maher,1,2,2
Robert Vaughn,Robert Vaughn,2,4,4
Oscar Gale,Oscar Gale,1,2,2
Wei Zhao,Wei Zhao,2,4,4
Courtney Gains,Courtney Gains,1,2,2
Eric Winter,Eric Winter,2,4,4
Max Casella,Max Casella,2,4,4
Phil Hartman,Phil Hartman,2,4,4
Emily Osment,Emily Osment,2,4,4
Elvis Tsui,Elvis Tsui,1,2,2
Hye-kyo Song,Hye-kyo Song,1,2,2
Kristen Johnston,Kristen Johnston,2,4,4
Bianca Collins,Bianca Collins,1,2,2
Blythe Auffarth,Blythe Auffarth,1,2,2
Jiao Xu,Jiao Xu,2,4,4
Jeff Kober,Jeff Kober,4,8,8
D.B. Woodside,D.B. Woodside,1,2,2
Daniella Alonso,Daniella Alonso,4,8,8
Eduardo Verástegui,Eduardo Verástegui,3,6,6
Kari Matchett,Kari Matchett,3,6,6
Sonia Braga,Sonia Braga,2,4,4
Bill Nunn,Bill Nunn,3,6,6
Beth Grant,Beth Grant,8,16,16
Dagmara Dominczyk,Dagmara Dominczyk,5,10,10
Matthew Glave,Matthew Glave,1,2,2
Mariah Carey,Mariah Carey,3,4,6
Jason Marsden,Jason Marsden,2,4,4
David Clennon,David Clennon,2,4,4
Richard Masur,Richard Masur,1,2,2
Nolan Gerard Funk,Nolan Gerard Funk,3,6,6
Claudia Stedelin,Claudia Stedelin,1,2,2
Gregory Scott Cummins,Gregory Scott Cummins,1,2,2
Ted Markland,Ted Markland,1,2,2
Leonor Varela,Leonor Varela,4,8,8
Usher Raymond,Usher Raymond,2,4,4
Harry Treadaway,Harry Treadaway,2,4,4
Bruce Goodchild,Bruce Goodchild,1,2,2
Jeffrey W. Jenkins,Jeffrey W. Jenkins,1,2,2
Mike Howard,Mike Howard,1,2,2
David Walliams,David Walliams,1,2,2
Ryan Cartwright,Ryan Cartwright,1,2,2
Maggie Siff,Maggie Siff,1,2,2
Nick Robinson,Nick Robinson,1,2,2
Phylicia Rashad,Phylicia Rashad,2,4,4
Owen Burke,Owen Burke,1,2,2
Anthony Simcoe,Anthony Simcoe,1,2,2
Christopher James Baker,Christopher James Baker,1,2,2
Alexandra Maria Lara,Alexandra Maria Lara,5,10,10
Jim Meskimen,Jim Meskimen,2,4,4
Neil Flynn,Neil Flynn,3,6,6
Patton Oswalt,Patton Oswalt,3,6,6
Michael Roark,Michael Roark,1,2,2
Laura Harring,Laura Harring,5,10,10
Tamala Jones,Tamala Jones,6,12,12
Laura-Leigh,Laura-Leigh,1,2,2
Molly C. Quinn,Molly C. Quinn,2,4,4
Aleksey Serebryakov,Aleksey Serebryakov,1,2,2
Fedor Bondarchuk,Fedor Bondarchuk,2,4,4
Yuliya Snigir,Yuliya Snigir,1,2,2
Barbara Carrera,Barbara Carrera,1,2,2
Bernie Casey,Bernie Casey,1,2,2
Klaus Maria Brandauer,Klaus Maria Brandauer,2,4,4
Charlie McDermott,Charlie McDermott,2,4,4
Collette Wolfe,Collette Wolfe,4,8,8
Taylor Blackwell,Taylor Blackwell,1,2,2
Reeve Carney,Reeve Carney,2,4,4
Colin O'Donoghue,Colin O'Donoghue,1,2,2
Blair Underwood,Blair Underwood,7,14,14
Mason Gamble,Mason Gamble,1,2,2
Kenan Thompson,Kenan Thompson,7,12,14
Omid Abtahi,Omid Abtahi,1,2,2
Kwok-Kwan Chan,Kwok-Kwan Chan,2,4,4
Lynn Hung,Lynn Hung,1,2,2
William Hootkins,William Hootkins,8,16,16
Lily Cole,Lily Cole,3,6,6
Catherine Dyer,Catherine Dyer,1,2,2
Quinton Aaron,Quinton Aaron,5,8,10
Aimee Garcia,Aimee Garcia,5,10,10
Jon Foo,Jon Foo,2,4,4
Reginald Ballard,Reginald Ballard,1,2,2
Bruce Green,Bruce Green,1,2,2
Rebecca Mader,Rebecca Mader,1,2,2
Nichelle Nichols,Nichelle Nichols,7,6,14
Walter Koenig,Walter Koenig,5,4,10
Robert Mitchum,Robert Mitchum,2,4,4
Amy Schumer,Amy Schumer,1,2,2
Josh Segarra,Josh Segarra,1,2,2
Nicole Sullivan,Nicole Sullivan,1,2,2
Sherri Shepherd,Sherri Shepherd,1,2,2
Matt McCoy,Matt McCoy,1,2,2
Lauren Ambrose,Lauren Ambrose,4,8,8
Jordan Lund,Jordan Lund,1,2,2
Marg Helgenberger,Marg Helgenberger,2,4,4
Natasha Henstridge,Natasha Henstridge,7,12,14
Amanda Wyss,Amanda Wyss,2,2,4
Lin Shaye,Lin Shaye,15,23,30
Anne Parillaud,Anne Parillaud,1,2,2
Judith Godrèche,Judith Godrèche,1,2,2
Kevin Connolly,Kevin Connolly,4,8,8
Kiersey Clemons,Kiersey Clemons,2,4,4
Al Freeman Jr.,Al Freeman Jr.,1,2,2
Charlyne Yi,Charlyne Yi,2,4,4
Mackenzie Aladjem,Mackenzie Aladjem,1,2,2
Craig Parker,Craig Parker,1,2,2
Steven Mackintosh,Steven Mackintosh,5,10,10
Christine Taylor,Christine Taylor,2,4,4
Victor Webster,Victor Webster,1,2,2
Jaymes Butler,Jaymes Butler,1,2,2
Heather O'Rourke,Heather O'Rourke,3,3,6
Zelda Rubinstein,Zelda Rubinstein,3,3,6
Beau Bridges,Beau Bridges,6,12,12
Jamie Hector,Jamie Hector,1,2,2
Danneel Ackles,Danneel Ackles,3,6,6
Ashley Williams,Ashley Williams,3,6,6
Kirsten Day,Kirsten Day,1,2,2
Steve Howey,Steve Howey,5,10,10
Jodi Lyn O'Keefe,Jodi Lyn O'Keefe,3,6,6
Logan Browning,Logan Browning,2,4,4
Joyce Van Patten,Joyce Van Patten,1,2,2
Tatum O'Neal,Tatum O'Neal,1,2,2
Vic Morrow,Vic Morrow,2,4,4
Raul Julia,Raul Julia,2,4,4
Ed Stoppard,Ed Stoppard,1,2,2
Emilia Fox,Emilia Fox,1,2,2
Frank Finlay,Frank Finlay,4,8,8
Hiam Abbass,Hiam Abbass,1,2,2
Keisha Castle-Hughes,Keisha Castle-Hughes,3,6,6
Shaun Toub,Shaun Toub,2,4,4
Brian Van Holt,Brian Van Holt,4,6,8
Paris Hilton,Paris Hilton,3,4,6
Colin Stinton,Colin Stinton,1,2,2
Aaliyah,Aaliyah,2,4,4
Kevin Peter Hall,Kevin Peter Hall,1,2,2
Jesse Tyler Ferguson,Jesse Tyler Ferguson,1,2,2
Joseph Cross,Joseph Cross,2,4,4
Douglas Smith,Douglas Smith,3,6,6
Sam J. Jones,Sam J. Jones,1,2,2
Carmen Ejogo,Carmen Ejogo,2,4,4
Cicely Tyson,Cicely Tyson,7,14,14
Leon Rippy,Leon Rippy,1,2,2
Bill Bailey,Bill Bailey,2,4,4
Eros Vlahos,Eros Vlahos,1,2,2
Frank Whaley,Frank Whaley,2,4,4
Nicki Aycox,Nicki Aycox,2,4,4
Joanna Lumley,Joanna Lumley,2,4,4
Benjamin J. Cain Jr.,Benjamin J. Cain Jr.,1,2,2
Ken Arnold,Ken Arnold,1,2,2
Richard Cetrone,Richard Cetrone,1,2,2
Pip Torrens,Pip Torrens,1,2,2
Richard Thomas,Richard Thomas,1,2,2
Drake Bell,Drake Bell,4,8,8
Marion Ross,Marion Ross,1,2,2
Alona Tal,Alona Tal,2,4,4
Michael Beach,Michael Beach,1,2,2
Portia de Rossi,Portia de Rossi,2,4,4
