actor,degree,strength,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years,betweenness,eigenvector
Michael Angarano,26,26,13,6.561538461538461,7.9,54373.769230769234,207287.0,15,15.0,0.0005246632233226,0.0314804109222083
Alan Ruck,16,16,8,6.225,7.2,84126.75,260981.0,9,18.0,0.0001994891807006,0.0179146245708292
Jami Gertz,6,6,3,6.3,7.2,79898.66666666667,144053.0,7,19.0,4.0604825618587134e-05,0.0065036423558157
Nick Searcy,4,4,2,6.5,7.7,199664.5,394317.0,5,7.0,1.890707202255808e-05,0.0030659795540512
Paul Sanchez,4,4,2,6.85,7.7,200990.0,394317.0,6,10.0,7.086729211683523e-06,0.0070937129410252
Elizabeth Daily,11,12,6,6.183333333333334,7.2,34809.666666666664,132501.0,11,8.0,0.0002840281992234,0.0074623121332064
Joan Allen,21,22,11,7.281818181818182,8.3,112540.09090909091,348232.0,12,29.0,0.0006290565929714,0.0296478509121205
Oksana Akinshina,4,4,2,7.85,7.9,191848.0,348232.0,5,2.0,4.6739346350241294e-05,0.0059597237378524
Dean Stockwell,10,10,5,6.839999999999999,7.4,61740.0,146134.0,8,54.0,8.905799692642772e-05,0.0160490013506467
Elliott Gould,4,4,2,6.949999999999999,7.8,213739.5,402645.0,4,3.0,1.221818250498948e-05,0.0093030845791754
Caroline Dhavernas,8,8,4,6.8,8.6,62134.5,159910.0,9,2.0,7.05059823099001e-05,0.0010473602625675
Hettienne Park,2,2,1,8.6,8.6,159910.0,159910.0,5,,0.0,4.670769459043524e-05
Scott Thompson,2,2,1,8.6,8.6,159910.0,159910.0,5,,0.0,4.670769459043524e-05
Jim Carter,6,6,3,5.533333333333334,6.1,18802.666666666668,26413.0,7,8.0,0.0002685990239552,0.0015227028799815
Gabourey Sidibe,8,10,5,7.159999999999999,7.8,99449.4,185845.0,5,3.0,5.523457292831213e-05,0.0044204710369804
Sarah Parish,2,2,1,6.9,6.9,182757.0,182757.0,2,0.0,0.0,0.0053603710795787
Lisa Bonet,4,4,2,7.449999999999999,7.6,165626.5,188116.0,8,2.0,3.5068206409468168e-06,0.0036294008490142
Hunter Parrish,12,12,6,6.633333333333333,7.5,64115.333333333336,146899.0,8,10.0,5.804420717173815e-05,0.018250583389212
Meryl Streep,49,52,26,6.896153846153846,8.2,79385.61538461539,286178.0,18,39.0,0.0016204497448134,0.1132715164908652
Zoe Kazan,10,10,5,6.459999999999999,6.8,20064.0,69860.0,4,7.0,0.0001036915969291,0.0088787904685091
Al Pacino,39,42,21,6.876190476190475,9.2,206982.57142857142,1155770.0,10,44.0,0.00121469575585,0.0941933025047084
Debra Messing,14,14,7,6.114285714285715,6.6,45003.71428571428,106909.0,9,6.0,0.0003498207164691,0.0165575881051989
Jane Krakowski,12,12,6,5.916666666666668,7.4,32466.666666666668,71183.0,7,25.0,8.050637202517277e-05,0.010606972277832
Bob Hoskins,32,32,16,6.6625000000000005,8.0,50535.3125,188887.0,16,28.0,0.001543981740615,0.0512630283964469
Clemens Schick,4,4,2,6.85,7.6,95312.5,188887.0,3,13.0,0.0003558733831107,0.0022948211535391
Gabriel Thomson,2,2,1,7.6,7.6,188887.0,188887.0,3,0.0,0.0,0.0022864092645945
F. Murray Abraham,16,16,8,6.875,8.3,193294.0,537442.0,13,31.0,0.0007627201500859,0.0249470821940456
Tom Noonan,10,10,5,6.82,7.6,37904.0,106528.0,11,22.0,0.0001649992133772,0.0059298656272743
Karl Yune,2,2,1,7.3,7.3,119286.0,119286.0,2,0.0,0.0,0.0007561828869023
Li Gong,12,12,6,6.883333333333333,7.5,47935.333333333336,119286.0,8,12.0,0.0004307287047406,0.0011158405783974
Amber Stevens West,4,4,2,6.55,7.1,218843.0,258186.0,4,8.0,4.6739346350241294e-05,0.0023962723307008
Nikki Griffin,2,2,1,6.0,6.0,179500.0,179500.0,3,0.0,0.0,0.0001068765671566
Zachery Ty Bryan,2,2,1,6.0,6.0,179500.0,179500.0,3,0.0,0.0,0.0001068765671566
Imelda Staunton,15,16,8,7.05,7.7,49137.5,140499.0,11,11.0,0.0002254748391994,0.0190029967035979
Michael Palin,6,6,3,7.466666666666666,8.3,154525.33333333334,382240.0,6,36.0,1.80244637233066e-05,0.0057165993273896
Jsu Garcia,2,2,1,5.5,5.5,61417.0,61417.0,3,0.0,0.0,0.0003492652859817
Raymond Cruz,10,10,5,6.56,8.0,67162.0,170179.0,7,9.0,6.983106198901845e-05,0.0078317889285542
Rick Worthy,2,2,1,5.5,5.5,61417.0,61417.0,3,0.0,0.0,0.0003492652859817
Ben Vereen,4,4,2,7.4,7.8,11341.0,19228.0,5,10.0,4.6739346350241294e-05,9.395572397737684e-07
Max Wright,2,2,1,7.8,7.8,19228.0,19228.0,4,0.0,0.0,9.36097338121325e-07
Roy Scheider,9,12,6,7.466666666666666,8.0,109576.83333333333,412454.0,9,8.0,0.0004078936257078,2.0968874303094546e-05
Anna Kendrick,26,30,15,6.373333333333333,7.7,165084.2,348010.0,12,7.0,0.0006091573747715,0.0447086874775846
Ellen Wong,2,2,1,7.5,7.5,273921.0,273921.0,4,0.0,0.0,0.0024690293065777
Kieran Culkin,16,16,8,6.6625,7.5,77730.5,273921.0,9,19.0,0.0002356186409116,0.0131209888908589
Rekha Sharma,2,2,1,5.4,5.4,77029.0,77029.0,4,0.0,0.0,0.00081131104399
Tchéky Karyo,8,8,4,6.500000000000001,7.2,114365.75,199025.0,8,8.0,0.0001065223309142,0.0032283501564443
Chris Elliott,8,8,4,5.199999999999999,8.1,124063.75,437418.0,8,16.0,0.0001242949780237,0.0063540358679823
Janet Jackson,4,4,2,5.1,5.9,24147.5,39391.0,4,7.0,7.829588605061043e-06,0.0008908373715273
Larry Miller,20,20,10,4.970000000000001,7.6,28663.1,175962.0,11,16.0,0.0007646444620038,0.011839256731171
Linda Cardellini,13,14,7,5.985714285714286,7.0,61683.42857142857,131801.0,9,17.0,7.604916884358751e-05,0.0091845345010057
Miguel A. Núñez Jr.,2,2,1,4.9,4.9,71424.0,71424.0,3,0.0,0.0,0.0009758859053504
Sarah Michelle Gellar,23,24,12,5.741666666666667,8.2,58566.083333333336,149222.0,13,12.0,0.0003850459140108,0.0136702967744468
Jason Cope,6,8,4,7.05,8.0,250356.5,531737.0,3,4.0,2.576552227493152e-05,0.001091130122918
Rakie Ayola,2,4,2,7.1,7.1,203459.5,203461.0,2,0.0,0.0,0.0001511644279781
Wood Harris,4,6,3,6.766666666666666,7.1,136415.0,203461.0,4,3.0,1.144204131133478e-05,0.0006790092384796
Cameron Monaghan,4,4,2,5.9,6.4,129597.0,246492.0,4,5.0,2.0651962776629335e-05,0.003288520846143
Julie Kavner,6,6,3,6.866666666666667,7.6,92510.0,246492.0,4,19.0,2.009120116991532e-05,0.0070716910428901
Adrienne Barbeau,6,8,4,6.7749999999999995,7.2,38796.5,91017.0,5,9.0,6.955701472593476e-05,0.0031035821885258
Hal Holbrook,18,22,11,7.054545454545454,8.2,90243.27272727272,426359.0,16,35.0,0.0004636388892518,0.0191931103468875
Ted Danson,10,12,6,6.25,6.9,21964.666666666668,36918.0,9,30.0,6.485986501096966e-05,0.0102684129927702
Katt Williams,4,4,2,5.05,5.8,14758.5,19284.0,5,8.0,4.8971339326222e-06,0.0027240932628104
Tom Hulce,4,4,2,7.2,8.3,256921.5,270790.0,8,24.0,1.557832010416021e-05,0.0048018459146729
Brian Steele,4,4,2,6.9,7.0,226494.0,244566.0,5,4.0,2.6822434059200883e-05,0.0015156501805089
Iván Kamarás,2,2,1,7.0,7.0,208422.0,208422.0,5,0.0,0.0,0.0014968615367278
Seth MacFarlane,9,10,5,6.16,7.0,202608.8,471644.0,7,7.0,0.0001107366216521,0.0335492709742323
Anthony Edwards,6,6,3,6.266666666666667,7.7,103278.33333333333,301279.0,7,6.0,6.298065462081267e-05,0.010944681784296
Michael Rapaport,32,32,16,6.4125000000000005,8.0,57500.4375,244840.0,11,22.0,0.0015430367463056,0.0570377143170627
Vanessa Redgrave,22,22,11,6.854545454545455,7.5,60825.36363636364,300542.0,11,36.0,0.0003363508062183,0.0366450723959591
Anthony Reynolds,4,4,2,6.699999999999999,7.3,352084.0,701607.0,5,1.0,1.4627959210537136e-05,0.0046998795113008
Mason Lee,2,2,1,6.5,6.5,375879.0,375879.0,1,0.0,0.0,0.0037870271354973
Mike Tyson,6,6,3,6.966666666666666,7.2,186640.33333333334,375879.0,6,9.0,7.341228283995379e-05,0.0073228009528623
Andrew Bryniarski,4,4,2,5.0,7.0,118759.5,215255.0,3,10.0,2.2150779293110124e-06,0.0023523812297897
David Ogden Stiers,8,8,4,7.1,8.4,44006.5,117212.0,9,1.0,0.0002209810311683,0.0012939236405243
Jason Scott Lee,8,8,4,6.4,7.2,42156.25,117212.0,11,11.0,5.520760078429793e-05,0.0029065634312638
Garrick Hagon,2,2,1,6.7,6.7,125036.0,125036.0,4,0.0,0.0,0.0104559405341043
Dalip Singh,2,2,1,6.4,6.4,130070.0,130070.0,3,0.0,0.0,0.0028955768585832
Steve Reevis,2,2,1,6.4,6.4,130070.0,130070.0,3,0.0,0.0,0.0028955768585832
Lauren Gottlieb,4,4,2,5.4,6.4,13928.0,22838.0,8,2.0,4.6739346350241294e-05,0.0010644471335742
Paul Michael Glaser,4,4,2,7.35,8.0,60465.5,91092.0,5,32.0,2.744033010703888e-05,0.0063138671480379
Joseph Sikora,4,4,2,6.699999999999999,8.1,404156.0,786092.0,4,10.0,3.459274275345124e-06,0.0065807218483419
Nellie Sciutto,2,2,1,8.1,8.1,786092.0,786092.0,2,0.0,0.0,0.0035811880203547
Katy Mixon,10,10,5,5.9399999999999995,7.4,49016.8,81800.0,6,6.0,6.271129728743081e-05,0.0172221819930644
Drew Carey,2,2,1,6.3,6.3,103022.0,103022.0,5,0.0,0.0,0.0039500794449038
Paula Abdul,2,2,1,6.3,6.3,103022.0,103022.0,5,0.0,0.0,0.0039500794449038
Carmen Electra,17,18,9,4.144444444444443,6.1,70009.88888888889,120795.0,6,7.0,0.000116755232034,0.0187984740953006
Kathryn Joosten,2,2,1,6.1,6.1,72326.0,72326.0,4,0.0,0.0,0.0035745760209627
Jennifer Jason Leigh,27,30,15,7.06,7.9,85631.0,281649.0,14,33.0,0.0007752639968652,0.027330599768466
Liam Aiken,12,12,6,6.2,7.7,49675.5,200359.0,9,12.0,0.0002419678422662,0.0107901527489508
Bailee Madison,10,10,5,6.4799999999999995,7.2,86651.0,172878.0,8,5.0,0.0001048497756438,0.0144833738518875
Charlie Cox,2,2,1,8.8,8.8,213483.0,213483.0,6,,0.0,0.0002233788655721
Elden Henson,14,14,7,6.471428571428572,8.8,48111.857142857145,213483.0,14,13.0,0.0003216039281676,0.0050070019655599
Royce Johnson,2,2,1,8.8,8.8,213483.0,213483.0,6,,0.0,0.0002233788655721
Dave Chappelle,19,20,10,6.03,7.2,63132.4,225282.0,9,9.0,0.0003147944071064,0.0221092602882056
Monica Potter,13,16,8,6.6625000000000005,7.7,102175.125,299127.0,10,12.0,0.0002474826519207,0.0307786401236663
Cameron Boyce,4,4,2,6.4,6.6,118484.5,150764.0,4,0.0,7.957392534243203e-06,0.0079171456364705
Ethan Embry,22,22,11,6.3,7.1,53829.27272727273,155262.0,12,17.0,0.000661442949122,0.0243675183024652
Jodi Benson,2,2,1,5.2,5.2,63625.0,63625.0,3,0.0,0.0,0.0033536845478424
Sam Lloyd,2,2,1,5.2,5.2,63625.0,63625.0,3,0.0,0.0,0.0033536845478424
Lili Taylor,18,18,9,6.566666666666667,7.6,100295.22222222222,300110.0,11,27.0,0.0001815001571693,0.0251626201292327
Virginia Madsen,24,24,12,6.216666666666666,7.5,56811.5,164608.0,14,31.0,0.0002918795323406,0.0388015555523275
Michael Jordan,3,4,2,6.9,7.5,56945.0,112167.0,8,4.0,3.111222784441657e-07,0.0103942417127951
Henry Czerny,6,6,3,6.633333333333333,7.5,45650.0,65499.0,8,9.0,0.0002686818451835,0.0023007194600925
Roger Rees,14,14,7,5.828571428571428,7.4,50998.57142857143,102129.0,13,13.0,0.000302940484677,0.0147687342115641
William Abadie,2,2,1,5.6,5.6,65499.0,65499.0,5,0.0,0.0,0.0007289708776697
Juan Riedinger,2,4,2,5.5,5.5,139424.5,139426.0,3,0.0,0.0,0.0076083155442767
Alex McArthur,2,2,1,6.7,6.7,76099.0,76099.0,5,0.0,0.0,0.0047565781589462
Michael Potts,2,2,1,6.7,6.7,76099.0,76099.0,5,0.0,0.0,0.0047565781589462
Jim Parrack,4,4,2,6.699999999999999,7.6,229070.0,303185.0,4,3.0,4.062324490761874e-06,0.0095928419434873
Josh Robert Thompson,2,2,1,4.6,4.6,16385.0,16385.0,4,0.0,0.0,0.0007276733134431
Tom Cavanagh,4,4,2,4.949999999999999,5.3,11326.0,16385.0,6,3.0,3.0581826255054277e-06,0.0010553165875757
Charles Napier,10,10,5,5.76,7.0,52325.8,183425.0,10,39.0,0.0001213079503654,0.0103301538572756
Zahn McClarnon,2,2,1,7.0,7.0,44143.0,44143.0,4,0.0,0.0,0.0051124255910029
Leslie Bibb,18,18,9,5.9444444444444455,7.4,59289.333333333336,217480.0,11,14.0,0.0005162464567141,0.0203176422416549
Nicholas Turturro,8,8,4,4.9750000000000005,6.5,16575.25,44662.0,7,21.0,2.7637697453551516e-05,0.0089690070650889
June Lockhart,4,4,2,4.8,5.1,29636.0,58402.0,7,16.0,9.382401296969987e-05,0.0057086400287898
Dorian Missick,16,18,9,6.666666666666667,8.1,97416.33333333333,262160.0,11,12.0,0.0001920353108461,0.0437928656377497
Jose Pablo Cantillo,10,12,6,6.849999999999999,7.0,141389.33333333334,196422.0,7,11.0,0.0001054922941862,0.0155329522631815
Michael Brandon,2,2,1,7.0,7.0,666.0,666.0,2,0.0,0.0,0.0023239484663756
Fran Drescher,4,4,2,6.85,7.0,38958.5,56501.0,5,26.0,2.114102399309364e-05,0.0081640133132738
Agnes Moorehead,4,4,2,7.3,7.6,7482.5,11427.0,6,0.0,4.6739346350241294e-05,1.7164266022831305e-07
Dick York,2,2,1,7.6,7.6,11427.0,11427.0,3,,0.0,7.681556060278914e-09
Elizabeth Montgomery,2,2,1,7.6,7.6,11427.0,11427.0,3,,0.0,7.681556060278914e-09
Alan Young,2,2,1,5.9,5.9,103787.0,103787.0,3,0.0,0.0,0.0006488737637236
Josh Stamberg,2,2,1,5.9,5.9,103787.0,103787.0,3,0.0,0.0,0.0006488737637236
David Paymer,8,8,4,5.65,6.2,30454.0,78974.0,8,14.0,0.0002357433257354,0.0063251720640192
Mika Boorem,6,6,3,6.033333333333334,6.9,26453.333333333332,30339.0,9,4.0,3.223474711402379e-05,0.0118300325489993
Adrian Alonso,2,2,1,5.9,5.9,71574.0,71574.0,3,0.0,0.0,0.0003373026799527
Michael Emerson,6,6,3,7.333333333333333,8.4,133711.66666666666,299127.0,9,9.0,1.2140662185462184e-05,0.0023835642373648
Nick Chinlund,8,8,4,5.475,6.7,68087.5,128010.0,7,23.0,8.878057818797784e-05,0.0055164937680884
Annabella Sciorra,6,8,4,5.925,7.0,36115.75,83560.0,5,15.0,5.491881510886254e-05,0.0036899524399727
Rosalind Chao,2,2,1,7.0,7.0,83560.0,83560.0,3,0.0,0.0,0.0033680532919248
Michael McKean,18,18,9,6.433333333333334,7.5,31912.11111111111,80639.0,11,17.0,0.0004408648258695,0.0126320596021378
Bart the Bear,2,2,1,6.9,6.9,55913.0,55913.0,4,0.0,0.0,0.0056517553234193
Harold Perrineau,19,22,11,6.672727272727273,7.5,77519.90909090909,216032.0,11,17.0,0.0002329914002487,0.0225839861209388
Boris Kodjoe,15,16,8,5.487500000000001,6.5,52874.25,151424.0,9,12.0,0.0001559917467575,0.0178600398332089
Devin Ratray,11,12,6,6.866666666666666,7.8,138053.33333333334,311075.0,9,23.0,7.803583025443905e-05,0.0118853752286799
Bruce Thomas,2,2,1,7.3,7.3,45231.0,45231.0,3,0.0,0.0,0.0014252583912309
Jon Foster,2,2,1,7.3,7.3,45231.0,45231.0,3,0.0,0.0,0.0014252583912309
Amy Brenneman,2,2,1,5.8,5.8,53132.0,53132.0,4,0.0,0.0,0.0055075415676905
Viggo Mortensen,38,38,19,6.6157894736842096,7.7,60084.36842105263,189249.0,14,29.0,0.0015021661665463,0.0604982073107957
Charlie Rowe,6,6,3,6.6000000000000005,7.4,69906.0,109873.0,8,4.0,0.0003645565245481,0.0056044712893666
Madison Rothschild,2,2,1,5.2,5.2,8913.0,8913.0,3,0.0,0.0,0.0002500776441668
Tiya Sircar,4,4,2,5.0,5.2,5095.5,8913.0,4,0.0,9.245161347902227e-05,0.0002520956850879
John Topor,2,2,1,2.4,2.4,65464.0,65464.0,3,0.0,0.0,0.0003840125900743
Richard Tyson,9,10,5,5.159999999999999,7.1,96899.6,247289.0,9,22.0,0.0001873257752028,0.0083655202990962
Heather Locklear,8,8,4,5.575,6.1,17485.75,24183.0,12,25.0,0.0003250106168097,0.0029137560840121
Jenna Elfman,2,2,1,5.7,5.7,24183.0,24183.0,6,0.0,0.0,0.001109245457958
Brian Anthony Wilson,2,2,1,6.0,6.0,56403.0,56403.0,4,0.0,0.0,0.0014722300438753
Larenz Tate,9,10,5,6.7,7.5,27632.6,56403.0,8,10.0,5.142561454159564e-05,0.0084628521635794
Adam Goldberg,21,22,11,6.827272727272727,9.0,110441.18181818182,610568.0,14,18.0,0.0006887378708714,0.0309567879486989
Glenne Headly,4,4,2,5.199999999999999,5.8,24138.0,24868.0,7,6.0,2.790216073893436e-05,0.0022967980226077
Joseph Gilgun,11,12,6,7.1000000000000005,8.3,56645.833333333336,99177.0,9,10.0,3.944901479080481e-05,0.0060369726845745
Lotte Verbeek,2,2,1,6.0,6.0,58752.0,58752.0,3,0.0,0.0,0.0022051232696785
Adam LeFevre,6,6,3,6.333333333333333,7.2,11514.333333333334,25843.0,9,5.0,0.0003352750408713,8.86389706049593e-05
Mia Farrow,10,10,5,6.8,8.0,52251.0,140527.0,8,40.0,0.0004092196761316,0.0010867502805128
Penny Balfour,2,2,1,6.0,6.0,25843.0,25843.0,4,0.0,0.0,5.020408667046305e-05
Jacques Perrin,3,3,2,7.9,8.0,8999.5,10369.0,2,8.0,0.0002394924106986,3.106255767973148e-06
Pedro Armendáriz Jr.,4,4,2,7.3,7.8,9359.0,11088.0,3,7.0,0.0002860447996634,6.942141586274668e-05
Rie Miyazawa,2,2,1,7.8,7.8,7630.0,7630.0,2,0.0,0.0,3.100793275591636e-06
Jemima Rooper,2,2,1,4.2,4.2,16474.0,16474.0,5,0.0,0.0,0.0020641196268545
Currie Graham,2,2,1,5.6,5.6,84508.0,84508.0,5,0.0,0.0,0.0002826221688422
Dylan Schombing,2,2,1,5.6,5.6,84508.0,84508.0,5,0.0,0.0,0.0002826221688422
Sasha Roiz,4,4,2,6.1,6.6,98638.5,112769.0,7,8.0,4.664586765754081e-05,0.0063368848143902
Austin Pendleton,10,10,5,6.8,8.2,146591.2,610568.0,4,36.0,0.0003911933024226,0.0076165568655192
Niketa Calame,2,2,1,8.5,8.5,644348.0,644348.0,5,0.0,0.0,0.0031257902332367
Melissa Sturm,2,2,1,6.5,6.5,64387.0,64387.0,5,0.0,0.0,0.0004527902852429
Emily Watson,18,18,9,7.2666666666666675,7.7,110116.77777777778,265507.0,9,15.0,0.000485512885668,0.0264390574107887
Tim Meadows,10,10,5,5.24,6.7,36801.6,60370.0,8,11.0,0.000530722199478,0.0145428802772265
Mo Gallini,2,2,1,5.9,5.9,191912.0,191912.0,3,0.0,0.0,0.0032521314983468
Jeremy Northam,12,12,6,6.3999999999999995,6.9,27649.5,65037.0,10,12.0,0.0004721518200719,0.0052347293539739
Veronica Cartwright,6,6,3,5.566666666666667,5.9,61668.0,119590.0,4,10.0,2.4313127559411566e-05,0.0027624456114484
Jonathan Winters,10,10,5,5.74,7.6,25134.6,60884.0,10,44.0,0.0003833545091102,0.0158870672451255
Albert Brooks,22,22,11,6.872727272727272,8.3,130809.09090909091,507063.0,15,40.0,0.0009811884880964,0.0266840403250435
Eric Stonestreet,4,4,2,6.25,6.8,61035.5,97664.0,4,3.0,1.17350089679378e-05,0.0071151905552204
Max Ryan,10,10,5,5.4799999999999995,6.6,73225.4,166610.0,9,14.0,7.891333509073014e-05,0.0146607921639287
Miranda Cosgrove,7,8,4,6.924999999999999,7.7,221554.75,385943.0,5,10.0,1.953626983337105e-05,0.0106192711929212
Mary McDonnell,8,8,4,7.475,8.1,301418.25,580999.0,7,11.0,0.0001596733659131,0.0093608671385625
Ariana Richards,8,8,4,6.75,8.1,246121.25,613473.0,6,7.0,0.0003730198869049,0.0021426350404956
Richard Schiff,16,16,8,6.1125,7.6,59052.125,278362.0,10,12.0,0.0006309153389392,0.017513172294988
Vanessa Lee Chester,4,4,2,5.15,6.5,143961.0,278362.0,4,11.0,3.889826097802252e-05,0.0008436399752827
Danny Huston,14,14,7,7.171428571428571,7.9,132804.14285714287,361767.0,9,11.0,0.0001173090249348,0.012023833178974
Rita Davies,2,2,1,7.9,7.9,361767.0,361767.0,3,0.0,0.0,0.0016294931602073
Tyler Mane,6,8,4,5.925000000000001,7.4,132171.75,452928.0,7,10.0,1.4602586404354093e-05,0.0051634548098523
Bokeem Woodbine,22,24,12,6.599999999999999,7.7,58060.416666666664,259492.0,12,19.0,0.0004206891088613,0.0180141238004263
Michael Biehn,24,24,12,6.283333333333332,8.4,141459.41666666666,600266.0,12,29.0,0.0008162431699792,0.0106128483587537
Jay Leno,2,2,1,6.9,6.9,194249.0,194249.0,6,0.0,0.0,0.0006488714433676
Ray Romano,4,4,2,6.050000000000001,6.9,102458.0,194249.0,7,2.0,4.6222966563449376e-06,0.002706702082125
Allen Covert,4,4,2,6.0,6.8,175156.0,266103.0,4,5.0,6.506920101630655e-06,0.0032251505510931
Peter Dante,3,4,2,6.449999999999999,6.8,192776.5,266103.0,3,6.0,6.151993102689371e-07,0.0064050555133271
Elijah Kelley,2,2,1,6.7,6.7,98693.0,98693.0,6,0.0,0.0,0.0003204717509046
Jerry Stiller,10,10,5,4.720000000000001,6.7,24455.6,98693.0,9,11.0,6.852056842937077e-05,0.0042351269639688
Paul Dooley,4,4,2,6.800000000000001,6.9,79922.0,98693.0,6,1.0,1.0537923749720294e-05,0.0032712659551853
Alan Ford,4,4,2,5.6,6.1,22540.0,28635.0,6,8.0,1.0647625418313295e-05,0.0030418483045098
Izabella Scorupco,4,4,2,6.15,7.2,113830.0,199025.0,5,9.0,4.53138243809181e-06,0.0008222355434105
Michael Kelly,20,20,10,6.87,7.8,173019.9,447979.0,11,15.0,0.0008690461560321,0.0397872643470639
Barry Shabaka Henley,4,4,2,6.4,7.3,154645.5,303864.0,3,6.0,3.2439896345848014e-05,0.0032363570929275
Charles Halford,2,2,1,7.5,7.5,36919.0,36919.0,4,,0.0,0.0010072726022349
Matt Ryan,2,2,1,7.5,7.5,36919.0,36919.0,4,,0.0,0.0010072726022349
Kevin Dillon,8,8,4,7.300000000000001,8.5,127919.0,291603.0,7,23.0,1.7505183905244375e-05,0.0136736300052197
Yvette Nicole Brown,4,4,2,5.85,6.3,52019.5,87768.0,6,1.0,4.091799895587406e-06,0.003155375683013
Nicholas Lea,4,4,2,6.300000000000001,6.7,37493.0,49536.0,5,7.0,6.039493806460209e-06,0.0077625453964205
Jud Tylor,2,2,1,7.1,7.1,88451.0,88451.0,4,0.0,0.0,0.006786490411059
Martin Scorsese,2,2,1,6.0,6.0,132415.0,132415.0,4,0.0,0.0,0.013338705654691
Jennifer Hudson,8,8,4,6.05,7.3,19395.75,55901.0,6,7.0,0.0001099919212008,0.0017919212070763
Loretta Devine,25,28,14,6.100000000000001,7.9,82607.28571428571,361169.0,13,15.0,0.0005117443408002,0.023806539685756
Adam Arkin,8,8,4,6.3999999999999995,8.3,19506.0,36381.0,6,31.0,0.0002834831297494,0.0010323970089924
Brent Sexton,2,2,1,8.3,8.3,29450.0,29450.0,3,,0.0,4.603835782803284e-05
Damian Lewis,2,2,1,8.3,8.3,29450.0,29450.0,3,,0.0,4.603835782803284e-05
Christina Milian,10,10,5,4.96,5.7,27015.6,59435.0,8,9.0,4.153161548430088e-05,0.0092530376017858
Moritz Bleibtreu,8,8,4,7.525,7.8,99303.0,176936.0,7,11.0,0.0001241107024867,0.0025564545424338
Tom Selleck,8,8,4,6.1,6.8,39357.75,72867.0,8,23.0,3.133794004733081e-05,0.0087516516344526
Christian Berkel,6,6,3,7.466666666666666,7.8,83238.0,175960.0,7,9.0,3.865368583605729e-05,0.0012502027753297
Paz Vega,6,6,3,6.3999999999999995,7.0,36820.0,65668.0,7,10.0,1.5613199772897675e-05,0.0075753464147662
Sarah Steele,2,2,1,6.5,6.5,65668.0,65668.0,3,0.0,0.0,0.003095336509304
Azura Skye,2,2,1,6.6,6.6,57038.0,57038.0,4,0.0,0.0,0.0061346130091643
Brían F. O'Byrne,6,6,3,6.466666666666666,6.6,46210.666666666664,80196.0,7,9.0,1.2848013763107038e-05,0.0085758390200937
Ben Cross,3,4,2,6.550000000000001,7.2,47930.5,55350.0,7,14.0,6.651871906583078e-07,0.0022659812643517
John Gielgud,13,14,7,6.614285714285715,8.4,50729.42857142857,171726.0,10,18.0,9.692532712748928e-05,0.0069033619511357
Geoffrey Palmer,2,2,1,6.7,6.7,31080.0,31080.0,3,0.0,0.0,0.0005308657199578
Randall Duk Kim,4,4,2,4.7,6.7,43765.5,56451.0,8,10.0,1.6985054523646903e-05,0.0005524260169059
Daniel Sharman,4,4,2,6.1,6.1,87109.5,138190.0,6,1.0,5.812613527578413e-05,0.0005039900484471
Steve Byers,2,2,1,6.1,6.1,138190.0,138190.0,4,0.0,0.0,0.0005013376923255
Ransford Doherty,2,2,1,6.6,6.6,93790.0,93790.0,5,0.0,0.0,0.0070151936188715
Lena Olin,14,14,7,6.242857142857143,7.3,72108.42857142857,150308.0,9,17.0,0.0004239466113073,0.0209790106541186
Sean Pertwee,14,14,7,6.028571428571429,7.5,69358.57142857143,261317.0,11,15.0,0.000148824077625,0.0094267070266645
Kiernan Shipka,2,2,1,6.0,6.0,35510.0,35510.0,4,0.0,0.0,0.000576280048735
Lou Taylor Pucci,10,10,5,6.28,7.2,53392.2,125016.0,7,8.0,6.472402753211709e-05,0.0021441676597232
Bridget Fonda,13,14,7,6.542857142857144,7.6,82056.28571428571,267980.0,8,11.0,0.0002323937177096,0.0185429085824519
Megan Mullally,10,12,6,5.733333333333334,7.9,10565.666666666666,14280.0,8,12.0,8.61017855262785e-05,0.0081791380012785
John Heard,28,32,16,6.25625,7.6,30395.0625,153468.0,12,32.0,0.000673241229642,0.0242472570407188
Mike Starr,26,26,13,6.430769230769231,8.7,106767.92307692308,728685.0,10,25.0,0.00059091222899,0.0323478537177708
Huey Lewis,4,4,2,6.0,6.0,44914.0,81611.0,6,2.0,7.277403842775027e-06,0.0008807905640815
James Pickens Jr.,4,4,2,5.75,6.0,43519.0,81611.0,6,0.0,4.161153117452267e-06,0.0003236266984298
Peter Coyote,16,16,8,6.775,7.9,72852.0,281842.0,11,25.0,0.0002088099476386,0.0033092277081023
Keegan-Michael Key,4,4,2,6.35,6.4,21257.5,27130.0,4,0.0,9.381099220635325e-06,0.0032513149119324
Alexis Dziena,6,6,3,6.3,6.7,51010.333333333336,74887.0,9,5.0,7.199434988929128e-05,0.0062117421555081
Maude Apatow,4,4,2,6.300000000000001,6.4,102421.0,104005.0,2,3.0,2.067888875447104e-05,0.0035486580004811
Frances Fisher,20,20,10,6.669999999999999,8.3,69934.8,277505.0,10,23.0,0.0006554486171252,0.0201178273238543
Tim McGraw,6,6,3,6.533333333333334,7.1,40765.0,101386.0,6,4.0,6.179670881451689e-05,0.0043896247009528
