actor,degree,strength,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years,betweenness,eigenvector
Zach Galligan,4,4,2,6.25,7.2,73118.0,142293.0,3,9.0,5.515924303357732e-05,0.0004741423268877
Peter Cushing,2,2,1,8.7,8.7,911097.0,911097.0,4,0.0,0.0,0.0033378494618591
Jason Mantzoukas,2,2,1,6.0,6.0,49671.0,49671.0,1,0.0,0.0,0.0090643456741592
Klaus Kinski,2,2,1,8.0,8.0,55816.0,55816.0,3,0.0,0.0,0.0006668894155336
Daniel Zettel,2,2,1,7.2,7.2,14437.0,14437.0,5,0.0,0.0,4.59776135761072e-06
Selton Mello,2,2,1,7.2,7.2,14437.0,14437.0,5,0.0,0.0,4.59776135761072e-06
Wagner Moura,6,6,3,7.133333333333333,8.1,32606.333333333332,81644.0,6,7.0,9.329173531508162e-05,0.0001031172078263
Jack McGee,4,4,2,6.65,7.9,138137.0,275869.0,5,13.0,4.6739346350241294e-05,0.0048499962272225
Lane Smith,6,6,3,6.6000000000000005,7.5,43316.666666666664,82743.0,7,5.0,3.3106655786641974e-05,0.0048548621573102
John Enos III,4,4,2,7.199999999999999,7.3,106711.5,207934.0,5,5.0,4.664586765754081e-05,0.0013999728315201
Lauren German,8,8,4,5.875000000000001,7.4,68881.25,162701.0,6,11.0,0.0001739668057447,0.0042485153025678
Robert Prosky,2,2,1,7.6,7.6,73193.0,73193.0,2,0.0,0.0,0.0002796140504825
Eric Mabius,6,6,3,6.966666666666666,7.7,50593.333333333336,149222.0,3,14.0,2.332185766237752e-05,0.0009569234220764
George Newbern,4,4,2,5.65,6.0,41237.0,76207.0,3,2.0,4.370485946775508e-06,0.0010421393633964
Shawnee Smith,10,12,6,6.416666666666668,7.7,136629.33333333334,299127.0,5,9.0,6.077060185797381e-05,0.0039479522959559
Sid Caesar,7,10,5,7.06,7.6,57026.8,170027.0,6,18.0,5.273292378995742e-05,0.002860677763891
Alicia Keys,2,2,1,7.3,7.3,19440.0,19440.0,1,0.0,0.0,0.0005742212497083
Peter Berg,2,2,1,4.6,4.6,10966.0,10966.0,2,0.0,0.0,0.0007143359356867
Gabrielle Carteris,2,2,1,6.0,6.0,9903.0,9903.0,3,0.0,0.0,3.425737999926686e-05
Steven Bauer,2,2,1,6.0,6.0,9903.0,9903.0,3,0.0,0.0,3.425737999926686e-05
Bud Cort,4,4,2,6.25,7.0,14105.0,23023.0,4,14.0,1.2219921088471728e-05,0.0011696126783515
Louise Fletcher,6,6,3,6.7,8.7,228933.66666666666,680041.0,3,32.0,1.8705188275610297e-05,0.0006399865858485
Eva Birthistle,2,2,1,7.5,7.5,73249.0,73249.0,2,0.0,0.0,0.0008204706545331
Fiona Glascott,2,2,1,7.5,7.5,73249.0,73249.0,2,0.0,0.0,0.0008204706545331
Hardy Krüger,2,2,1,8.1,8.1,101627.0,101627.0,4,0.0,0.0,9.696117352038752e-05
Pauline Collins,2,2,1,6.8,6.8,15684.0,15684.0,2,0.0,0.0,5.2165190037439045e-05
Sheridan Smith,2,2,1,6.8,6.8,15684.0,15684.0,2,0.0,0.0,5.2165190037439045e-05
Patricia Tallman,2,2,1,7.6,7.6,128850.0,128850.0,3,0.0,0.0,0.0011286687653658
Jim Rash,4,4,2,6.35,7.4,64125.0,115813.0,3,11.0,3.2005621075564915e-06,0.0043162760346911
Kevin Tighe,6,6,3,6.7,7.8,72619.33333333333,171882.0,4,5.0,3.010665348964929e-05,0.0113003777470382
Alan Van Sprang,4,4,2,7.45,7.7,18131.0,34098.0,6,1.0,1.2893165189349406e-05,0.0007189236478915
Scott Handy,2,2,1,7.7,7.7,2164.0,2164.0,3,0.0,0.0,8.748600949040551e-05
Jimi Mistry,6,6,3,6.433333333333334,7.0,10131.0,14548.0,4,8.0,5.782262936135804e-05,0.0013134509146225
Alex Karpovsky,4,4,2,6.85,7.4,48496.5,96233.0,3,1.0,1.6531868276163514e-05,0.0012289645981005
Lisa Pelikan,2,2,1,5.1,5.1,14129.0,14129.0,3,0.0,0.0,0.0026652758341912
Wayne Pygram,2,2,1,5.1,5.1,14129.0,14129.0,3,0.0,0.0,0.0026652758341912
Samantha Eggar,2,2,1,6.9,6.9,2603.0,2603.0,2,0.0,0.0,8.918116237601147e-05
Geoff Bell,6,6,3,6.433333333333334,6.9,33949.0,66840.0,6,4.0,1.5633708615147538e-05,0.0086266464785097
Scott Patterson,2,2,1,5.8,5.8,88529.0,88529.0,2,0.0,0.0,0.0009432948768292
Britt Ekland,2,2,1,6.2,6.2,618.0,618.0,3,0.0,0.0,0.0002793202496256
John Cassavetes,4,4,2,7.1,8.0,70572.5,140527.0,4,1.0,2.554890922315112e-05,0.0003263087757776
Alix Freihage,2,2,1,4.3,4.3,45144.0,45144.0,3,0.0,0.0,4.534122006851449e-05
Lina Esco,2,2,1,4.3,4.3,45144.0,45144.0,3,0.0,0.0,4.534122006851449e-05
John Abraham,4,4,2,6.9,7.8,13279.0,13998.0,2,1.0,4.6739346350241294e-05,6.856190887883458e-06
Preity Zinta,3,4,2,6.95,7.9,24223.5,34449.0,3,2.0,3.477407368457952e-05,7.966352462621713e-05
Shah Rukh Khan,7,8,4,7.199999999999999,8.0,40125.5,69759.0,5,8.0,0.0011625817474898,8.022993213708985e-05
Tom Cullen,6,6,3,6.3999999999999995,7.7,16531.0,28570.0,6,3.0,0.0002764371676081,0.001333243020946
Francesc Pagès,2,2,1,5.4,5.4,16747.0,16747.0,1,0.0,0.0,0.0011975207003284
Dee Wallace,8,8,4,6.5,7.9,88787.75,281842.0,6,31.0,4.571423791888606e-05,0.001789216051704
Raoul Max Trujillo,2,2,1,6.3,6.3,1337.0,1337.0,2,0.0,0.0,0.0016759263837528
Kelli Williams,2,2,1,6.4,6.4,859.0,859.0,2,0.0,0.0,0.0009693611102418
Arjun Rampal,2,2,1,5.3,5.3,8598.0,8598.0,1,0.0,0.0,7.203174314228631e-09
Boman Irani,2,2,1,5.3,5.3,8598.0,8598.0,1,0.0,0.0,7.203174314228631e-09
Riteish Deshmukh,4,4,2,6.3,7.3,11087.5,13577.0,3,3.0,0.000262768605181,1.6108867659494896e-07
Taylor Handley,2,2,1,5.8,5.8,2618.0,2618.0,4,0.0,0.0,0.0008835070383236
Santiago Cabrera,2,2,1,6.6,6.6,3665.0,3665.0,3,0.0,0.0,0.0003493391468571
Eric Elmosnino,2,2,1,7.4,7.4,15060.0,15060.0,3,0.0,0.0,9.184670620734589e-06
François Damiens,2,2,1,7.4,7.4,15060.0,15060.0,3,0.0,0.0,9.184670620734589e-06
Karin Viard,4,4,2,7.35,7.4,12928.0,15060.0,4,3.0,4.6739346350241294e-05,0.0002058639959109
Glen Powell,4,4,2,4.45,5.3,3534.0,6935.0,4,1.0,9.34786927004826e-05,0.0087422029988144
Leigh Whannell,5,6,3,6.3,6.6,101839.66666666667,142115.0,4,9.0,1.5657825144671804e-05,0.0034672804679169
Clare Kramer,2,2,1,5.9,5.9,70141.0,70141.0,2,0.0,0.0,0.0064327018575007
Eddie Albert,4,4,2,7.55,7.8,21805.0,43270.0,4,3.0,6.215449397538517e-06,0.0002820294237671
Richard Beymer,4,4,2,7.699999999999999,7.8,57594.5,71919.0,8,1.0,1.905066309193908e-05,0.0001199274854505
Ted Raimi,7,8,4,6.9,7.8,97774.75,141219.0,5,26.0,0.0001051245173103,0.0026841972634811
Frances Bay,4,4,2,6.3,7.0,78260.0,156143.0,3,1.0,5.710099799400983e-06,0.0039315382184902
Patricia Belcher,4,4,2,6.4,6.7,62674.5,86890.0,4,12.0,3.445839536745854e-05,0.0022122986121852
Al Leong,4,4,2,6.7,6.9,55487.5,85362.0,6,6.0,4.103722775328865e-05,0.0051235592682042
Jack Wild,2,2,1,7.5,7.5,25303.0,25303.0,3,0.0,0.0,0.0001725179025842
Ron Moody,2,2,1,7.5,7.5,25303.0,25303.0,3,0.0,0.0,0.0001725179025842
Andrew Lawrence,2,2,1,6.5,6.5,6808.0,6808.0,5,0.0,0.0,0.0005239089872949
Dabney Coleman,4,4,2,5.75,6.5,5356.0,6808.0,6,20.0,4.324829437345641e-06,0.0012904556401213
Angelo Rossitto,4,4,2,4.8,6.2,51897.5,101840.0,5,5.0,4.6739346350241294e-05,0.000304685063655
Tina Turner,2,2,1,6.2,6.2,101840.0,101840.0,4,0.0,0.0,0.0003035724409065
Vernon Wells,6,6,3,5.766666666666667,7.6,82117.33333333333,133966.0,5,29.0,1.9409928081334182e-05,0.0008977991985766
Stephanie Lemelin,2,2,1,6.0,6.0,35654.0,35654.0,3,0.0,0.0,0.000108669065297
Hayley Kiyoko,2,2,1,6.1,6.1,54190.0,54190.0,3,0.0,0.0,0.0014061568574952
Vanity,4,4,2,6.050000000000001,6.9,8496.5,9424.0,6,3.0,6.14593420767688e-06,0.0021888742596619
Austin O'Brien,2,2,1,5.4,5.4,27800.0,27800.0,2,0.0,0.0,0.0001126182821549
Jeff Fahey,4,4,2,5.1,5.4,14127.5,27800.0,4,22.0,6.856718290511085e-06,0.0005799022558314
Sal Lopez,2,2,1,5.6,5.6,12388.0,12388.0,2,0.0,0.0,0.0003357219265046
Shiri Appleby,4,4,2,5.55,6.1,10053.0,16300.0,4,1.0,8.519528731085918e-06,0.0011974124890391
Tom Waits,2,2,1,7.2,7.2,57363.0,57363.0,2,0.0,0.0,0.0042178562301298
Isiah Whitlock Jr.,2,2,1,7.3,7.3,408.0,408.0,3,0.0,0.0,0.0011894840024927
Herbert Lom,4,4,2,7.15,7.2,32200.0,44804.0,6,8.0,0.0001837812114801,0.0009602543909576
Jaden Klein,2,2,1,5.2,5.2,25210.0,25210.0,3,0.0,0.0,0.0002162118836423
Laila Haley,2,2,1,5.2,5.2,25210.0,25210.0,3,0.0,0.0,0.0002162118836423
Johnny Whitworth,4,4,2,5.35,6.0,23658.0,26849.0,4,7.0,4.630517176625355e-06,0.0008860343383729
Eddie Jones,4,4,2,5.949999999999999,6.6,3431.5,6143.0,4,19.0,4.6739346350241294e-05,0.0004064864036071
Richard Lynch,4,4,2,5.05,5.3,4225.5,6143.0,4,2.0,8.523832634664539e-06,0.0004348625227481
Ronald Pickup,2,2,1,6.6,6.6,22369.0,22369.0,2,0.0,0.0,0.0005171003699485
Tina Desai,2,2,1,6.6,6.6,22369.0,22369.0,2,0.0,0.0,0.0005171003699485
Charlie Murphy,2,2,1,6.5,6.5,8295.0,8295.0,3,0.0,0.0,0.004831954520102
Michael Gross,4,4,2,6.199999999999999,7.1,49029.0,90070.0,3,22.0,4.962441513603536e-06,0.0001961744287442
Reba McEntire,2,2,1,7.1,7.1,90070.0,90070.0,3,0.0,0.0,9.985206348940592e-05
Lindy Booth,4,4,2,6.0,6.1,55257.5,87494.0,4,2.0,3.608254714032621e-05,0.0025287308796335
Byron Mann,2,2,1,6.0,6.0,15358.0,15358.0,5,0.0,0.0,5.153815343777873e-05
Carlos Alazraqui,2,2,1,5.9,5.9,23928.0,23928.0,2,0.0,0.0,0.0009921629238006
Chad Allen,2,2,1,7.0,7.0,4360.0,4360.0,2,0.0,0.0,5.349992321463192e-05
Chase Ellison,4,4,2,7.2,7.4,25218.0,46076.0,5,1.0,4.6739346350241294e-05,0.001199070637166
Jack Guzman,2,2,1,7.0,7.0,4360.0,4360.0,2,0.0,0.0,5.349992321463192e-05
Jasper Cole,2,2,1,5.5,5.5,35888.0,35888.0,3,0.0,0.0,0.0006137900756371
Rob Huebel,4,4,2,6.7,6.7,55797.0,87203.0,5,0.0,8.396732875126516e-06,0.004072572386069
Michaela Conlin,2,2,1,7.9,7.9,111506.0,111506.0,5,,0.0,0.0006552164718933
Tamara Taylor,4,4,2,6.75,7.9,60989.0,111506.0,5,0.0,1.9141981688114342e-06,0.0009667229456895
Johanna Braddy,4,4,2,5.949999999999999,6.1,56428.5,76828.0,3,1.0,2.695549046071789e-05,4.14676701412868e-05
Lee Tergesen,2,2,1,6.1,6.1,36029.0,36029.0,3,0.0,0.0,2.3289080725858947e-05
Iddo Goldberg,4,4,2,6.949999999999999,7.3,46446.0,58509.0,4,5.0,1.9742594868953093e-06,0.0011871251622346
India de Beaufort,2,2,1,6.6,6.6,58509.0,58509.0,3,0.0,0.0,0.0004326228106758
Jillian Estell,2,2,1,6.6,6.6,8058.0,8058.0,1,0.0,0.0,0.0012468468371196
François Chau,2,2,1,7.3,7.3,84641.0,84641.0,4,0.0,0.0,0.0046627788636947
Toby Huss,2,2,1,7.3,7.3,84641.0,84641.0,4,0.0,0.0,0.0046627788636947
Evan Ross,4,4,2,6.6,6.7,28462.0,56005.0,3,1.0,5.180176662201815e-06,0.005220689027972
Lesley Ann Warren,4,4,2,7.1,7.1,46180.5,67949.0,6,3.0,5.726485351597845e-06,0.000654978870764
Dennis Burkley,2,2,1,5.6,5.6,1768.0,1768.0,3,0.0,0.0,0.0002270440020497
Tim DeKay,4,4,2,7.15,7.3,18362.5,20426.0,4,1.0,3.096688122653743e-06,0.0021100915838198
Gillian White,2,2,1,6.5,6.5,8720.0,8720.0,3,0.0,0.0,0.003997638878532
Dree Hemingway,2,2,1,6.3,6.3,30325.0,30325.0,2,0.0,0.0,0.0019583078127669
Maria Dizzia,2,2,1,6.3,6.3,30325.0,30325.0,2,0.0,0.0,0.0019583078127669
Eddie 'Piolin' Sotelo,2,2,1,7.2,7.2,13174.0,13174.0,2,0.0,0.0,0.0002364723214581
Robert Peters,4,4,2,7.050000000000001,7.2,17710.0,22246.0,5,15.0,6.844382471205896e-06,0.0012456089210497
Naseeruddin Shah,4,4,2,6.85,7.4,15904.0,19397.0,6,5.0,5.8580481488272575e-06,8.824611647269089e-06
Rekha,4,4,2,6.15,6.3,10325.0,12411.0,7,10.0,3.8006871606586434e-05,0.0001150732710764
Sharat Saxena,2,2,1,6.3,6.3,12411.0,12411.0,4,0.0,0.0,5.291021143971749e-06
Carol Sutton,2,2,1,6.7,6.7,59297.0,59297.0,4,0.0,0.0,0.0034039938906231
Scott A. Martin,2,2,1,6.7,6.7,59297.0,59297.0,4,0.0,0.0,0.0034039938906231
Robert Pralgo,4,4,2,6.75,7.0,32927.5,33473.0,6,5.0,6.975079420646901e-06,0.005578616554277
Adriane Lenox,2,2,1,6.7,6.7,44208.0,44208.0,2,0.0,0.0,0.0034106179658933
Norah Jones,2,2,1,6.7,6.7,44208.0,44208.0,2,0.0,0.0,0.0034106179658933
George DiCenzo,2,2,1,6.2,6.2,1402.0,1402.0,1,0.0,0.0,0.0009081747541501
Sergej Trifunovic,2,2,1,5.7,5.7,20008.0,20008.0,3,0.0,0.0,0.0001420838169563
Karen Mok,2,2,1,7.3,7.3,56923.0,56923.0,3,0.0,0.0,2.6373807259757992e-05
Anna Vareschi,2,2,1,5.0,5.0,11487.0,11487.0,1,0.0,0.0,0.0001966645332392
Cheryl Tiegs,2,2,1,5.0,5.0,11487.0,11487.0,1,0.0,0.0,0.0001966645332392
Michel Serrault,2,2,1,6.6,6.6,1649.0,1649.0,3,0.0,0.0,0.0004206763981223
Aitana Sánchez-Gijón,2,2,1,6.8,6.8,1135.0,1135.0,2,0.0,0.0,0.0004356868920748
Romane Bohringer,4,4,2,7.199999999999999,7.6,23559.5,45984.0,3,8.0,4.5232110220448704e-05,0.0093372739496565
Lubna Azabal,4,4,2,7.199999999999999,8.2,53719.0,80429.0,4,1.0,4.6739346350241294e-05,0.0029064320669328
Kip Pardue,6,6,3,6.1000000000000005,7.3,26509.666666666668,68222.0,4,2.0,5.6802130413885606e-05,0.0017452624395373
Larry Fessenden,4,4,2,6.9,7.3,26273.5,43839.0,4,3.0,8.613454679888368e-06,0.0014199995753928
Danny Dyer,10,10,5,6.4,7.1,17874.8,31890.0,7,8.0,9.476783026653372e-05,0.0117290059880422
Laura Harris,4,4,2,6.949999999999999,7.3,27149.0,31890.0,4,3.0,8.443141180353963e-06,0.0013027186065328
Dulé Hill,4,4,2,7.35,8.4,38643.0,67315.0,5,0.0,4.945456241369326e-06,0.0011366292819112
Kerry Cahill,2,2,1,7.0,7.0,19979.0,19979.0,1,0.0,0.0,0.002424683581381
Lee Norris,2,2,1,6.7,6.7,465.0,465.0,1,0.0,0.0,0.0009427191495782
Jared Gilman,2,2,1,6.5,6.5,2041.0,2041.0,3,0.0,0.0,0.0003242230032838
Harvey Weinstein,4,4,2,5.45,7.4,1722.5,2971.0,2,12.0,1.8677766357784623e-05,0.0006512660633473
Sandra Echeverría,2,2,1,4.2,4.2,361.0,361.0,1,0.0,0.0,0.0005631587094129
Glenn Plummer,4,4,2,5.800000000000001,6.4,5934.0,10771.0,4,6.0,4.6739346350241294e-05,0.0011524995058123
Drew Fuller,4,4,2,5.65,7.4,9547.5,14100.0,4,1.0,1.557356434038925e-05,0.0023424397729415
Drew Waters,6,6,3,5.1000000000000005,6.0,5869.333333333333,10196.0,6,6.0,2.8415352102451967e-05,0.0025055660168254
Danny Sapani,2,2,1,6.1,6.1,22753.0,22753.0,3,0.0,0.0,6.792223099196319e-05
Leonor Watling,2,2,1,6.1,6.1,22753.0,22753.0,3,0.0,0.0,6.792223099196319e-05
Michael McElhatton,6,6,3,6.666666666666667,6.9,11444.666666666666,19616.0,6,3.0,8.906440390288826e-06,0.0054431011504721
Amanda Troop,2,2,1,4.8,4.8,162.0,162.0,2,0.0,0.0,0.0008986182485438
Veronica Ferres,2,2,1,6.3,6.3,3075.0,3075.0,2,0.0,0.0,0.0022689764518896
Sendhil Ramamurthy,4,4,2,6.550000000000001,7.7,101682.5,202115.0,7,0.0,3.968780746409012e-06,0.0010814229447532
Shabana Azmi,2,2,1,5.4,5.4,1250.0,1250.0,4,0.0,0.0,0.0006673447758534
Jesse Moss,2,2,1,7.0,7.0,2223.0,2223.0,2,0.0,0.0,5.8607137679822265e-05
John Light,2,2,1,7.0,7.0,2223.0,2223.0,2,0.0,0.0,5.8607137679822265e-05
Luke Perry,6,6,3,5.466666666666668,5.9,400.0,553.0,2,4.0,1.7412846222400982e-05,0.0022227726963688
Dal-su Oh,2,2,1,7.3,7.3,26156.0,26156.0,4,0.0,0.0,0.0001232522097234
Enrique Murciano,2,2,1,6.7,6.7,8369.0,8369.0,2,0.0,0.0,4.868198674170832e-05
Victor Rivers,2,2,1,6.7,6.7,8369.0,8369.0,2,0.0,0.0,4.868198674170832e-05
Akon,4,4,2,5.4,5.6,6378.5,12372.0,4,2.0,4.6739346350241294e-05,0.0018397771536818
Burt Kwouk,4,4,2,7.0,7.1,47438.0,75280.0,6,8.0,6.265925764601457e-05,0.0003805420693178
Emmanuelle Riva,2,2,1,7.9,7.9,70382.0,70382.0,2,0.0,0.0,0.0003134930021878
Jean-Louis Trintignant,4,4,2,8.0,8.1,44097.5,70382.0,2,42.0,4.6739346350241294e-05,0.0003146436346383
Jesse Garcia,4,4,2,6.1,7.1,2719.0,3675.0,3,9.0,4.6739346350241294e-05,0.0003147109212805
Spencer Tracy,8,8,4,7.5,8.3,19400.5,44457.0,9,23.0,0.0004307870996487,0.0008963737220774
Antonio de la Torre,2,2,1,7.6,7.6,76681.0,76681.0,4,0.0,0.0,1.1300198245663092e-06
Carmen Maura,2,2,1,7.6,7.6,76681.0,76681.0,4,0.0,0.0,1.1300198245663092e-06
Don Francks,2,2,1,6.7,6.7,23516.0,23516.0,5,0.0,0.0,2.8692845616239004e-05
John Vernon,4,4,2,6.5,6.7,18096.5,23516.0,7,12.0,5.578968303402531e-06,7.099645196739572e-05
Jizelle Jade,2,2,1,6.1,6.1,9006.0,9006.0,3,0.0,0.0,0.0015373824943374
Luisa D'Oliveira,2,2,1,5.3,5.3,4486.0,4486.0,3,0.0,0.0,0.0021693782420795
Michaela McManus,2,2,1,5.3,5.3,4486.0,4486.0,3,0.0,0.0,0.0021693782420795
Bárbara Mori,2,2,1,6.0,6.0,9673.0,9673.0,4,0.0,0.0,6.033329534598359e-06
Steven Michael Quezada,4,4,2,7.0,8.0,4839.5,9673.0,4,4.0,4.76066871060138e-05,0.000131134992997
Luke Ford,4,4,2,7.45,7.5,6651.0,13003.0,6,0.0,9.34786927004826e-05,0.0007456141449942
Katrina Kaif,4,4,2,7.1,7.3,27936.5,42296.0,3,5.0,0.0003091340367604,3.5939110660438214e-06
Vic Waghorn,2,2,1,6.9,6.9,42296.0,42296.0,2,0.0,0.0,3.5807154873409984e-06
Bolaji Badejo,2,2,1,8.5,8.5,563827.0,563827.0,2,0.0,0.0,0.0017261060677548
Edwin Neal,2,4,2,7.5,7.5,96410.5,96411.0,2,0.0,0.0,1.608718925584563e-08
Marilyn Burns,2,4,2,7.5,7.5,96410.5,96411.0,2,0.0,0.0,1.608718925584563e-08
Rosalind Harris,2,2,1,8.0,8.0,29839.0,29839.0,4,0.0,0.0,0.0003233097595739
Earl Cameron,2,2,1,7.0,7.0,82073.0,82073.0,3,0.0,0.0,0.0002261317596708
Parker Bagley,2,2,1,5.8,5.8,12520.0,12520.0,3,0.0,0.0,0.0018723707912479
Shanley Caswell,4,4,2,4.0,5.8,6577.0,12520.0,3,1.0,9.329173531508162e-05,0.0018792537720711
Alessandro Preziosi,2,2,1,7.3,7.3,8667.0,8667.0,3,0.0,0.0,0.0001715455592631
Lunetta Savino,2,2,1,7.3,7.3,8667.0,8667.0,3,0.0,0.0,0.0001715455592631
Jarrod Bunch,2,2,1,6.7,6.7,6525.0,6525.0,2,0.0,0.0,0.0019043758645399
Bill Clinton,5,6,3,7.8,8.0,64364.666666666664,123090.0,3,5.0,4.6739346350241294e-05,0.0002922901320749
Tucker Albrizzi,2,2,1,8.0,8.0,66610.0,66610.0,2,0.0,0.0,0.0001515837602363
Roberta Valderrama,2,2,1,6.5,6.5,92364.0,92364.0,4,0.0,0.0,0.0015765772054666
Denholm Elliott,7,8,4,7.325,7.8,38047.5,102895.0,4,11.0,0.0002792308281559,0.0012974552988766
Don Ameche,4,4,2,7.25,7.5,52138.0,102895.0,4,45.0,7.297329657761768e-06,0.0001263780142881
Ralph Bellamy,2,2,1,7.5,7.5,102895.0,102895.0,1,0.0,0.0,6.080091833852776e-05
Patrick Cranshaw,2,2,1,5.5,5.5,4247.0,4247.0,2,0.0,0.0,0.0004913196689715
Danny Webb,4,4,2,7.4,7.7,13424.0,23441.0,7,8.0,2.9057015858689102e-06,0.0021178472478809
Gbenga Akinnagbe,2,2,1,7.2,7.2,32188.0,32188.0,2,0.0,0.0,0.0045973626676037
Dylan Kussman,2,2,1,6.7,6.7,27536.0,27536.0,4,0.0,0.0,0.0001156525668106
Kristin Lehman,2,2,1,6.7,6.7,27536.0,27536.0,4,0.0,0.0,0.0001156525668106
Nicky Katt,4,4,2,6.050000000000001,6.7,14577.0,27536.0,5,3.0,4.6739346350241294e-05,0.0025927729809484
Chris Young,2,2,1,6.5,6.5,10476.0,10476.0,1,0.0,0.0,0.0034205808438605
John Carradine,6,6,3,6.5,7.0,13408.333333333334,31077.0,7,46.0,6.224027592701586e-05,0.0015301849939565
Robert Urich,2,2,1,5.7,5.7,7767.0,7767.0,5,0.0,0.0,0.0007083388554548
Carly Schroeder,4,4,2,5.95,6.2,2215.0,3624.0,5,1.0,0.00026103861478,0.0011174839378774
Janet McTeer,4,4,2,6.85,7.0,15349.0,27766.0,3,1.0,1.3963642598301642e-05,0.0054591684724791
Heather Morris,4,4,2,5.35,5.4,56919.5,108683.0,4,1.0,1.3292937317669011e-05,0.0056243597916382
Kevin McHale,2,2,1,5.4,5.4,5156.0,5156.0,2,0.0,0.0,0.0003915347644059
Julie Engelbrecht,2,2,1,6.1,6.1,1673.0,1673.0,1,0.0,0.0,6.80996779191533e-05
Lionel Abelanski,2,2,1,6.1,6.1,1673.0,1673.0,1,0.0,0.0,6.80996779191533e-05
Gary McDonald,2,2,1,7.6,7.6,8161.0,8161.0,1,0.0,0.0,0.0002223380192642
Q'orianka Kilcher,4,4,2,5.1,6.2,1030.0,1201.0,4,6.0,4.6739346350241294e-05,0.000884949874099
Lars Mikkelsen,2,2,1,7.3,7.3,14247.0,14247.0,4,0.0,0.0,6.05399383793076e-05
Thure Lindhardt,4,4,2,6.5,7.3,7739.0,14247.0,6,4.0,8.816280647734139e-06,0.0001677248182378
Perrey Reeves,2,2,1,4.2,4.2,2599.0,2599.0,3,0.0,0.0,0.0007982423824478
John Henshaw,2,2,1,7.1,7.1,9305.0,9305.0,4,0.0,0.0,0.0007248044915709
Ronit Elkabetz,2,2,1,6.0,6.0,1219.0,1219.0,1,0.0,0.0,7.964910920198396e-05
Émilie Dequenne,2,2,1,6.0,6.0,1219.0,1219.0,1,0.0,0.0,7.964910920198396e-05
David Gulpilil,4,4,2,7.0,7.5,49114.5,74743.0,5,16.0,9.329173531508162e-05,1.397844665444769e-05
Steven Waddington,2,2,1,5.7,5.7,4990.0,4990.0,7,0.0,0.0,0.0004611176753643
Maïwenn,4,4,2,7.05,7.3,32918.0,55040.0,3,8.0,1.4615127701909465e-05,0.000956749205038
James Arnold Taylor,2,2,1,7.9,7.9,28190.0,28190.0,6,,0.0,0.0004811904634047
Celina Jade,2,2,1,5.7,5.7,5228.0,5228.0,3,0.0,0.0,0.0005755457110329
Debrianna Mansini,2,2,1,7.3,7.3,67760.0,67760.0,3,0.0,0.0,0.0040443826145078
Alan Bates,2,2,1,6.9,6.9,6142.0,6142.0,3,0.0,0.0,0.0003354773728008
Frederic Forrest,2,2,1,6.9,6.9,6142.0,6142.0,3,0.0,0.0,0.0003354773728008
David Hemmings,2,2,1,5.9,5.9,24436.0,24436.0,4,0.0,0.0,0.0004934701734027
Milo O'Shea,2,2,1,5.9,5.9,24436.0,24436.0,4,0.0,0.0,0.0004934701734027
Molly Hagan,2,2,1,7.3,7.3,73640.0,73640.0,2,0.0,0.0,0.0026371302181523
Max Beesley,2,2,1,2.1,2.1,19412.0,19412.0,3,0.0,0.0,4.66066017611347e-05
Valarie Pettiford,2,2,1,2.1,2.1,19412.0,19412.0,3,0.0,0.0,4.66066017611347e-05
Brad James,2,2,1,5.3,5.3,13167.0,13167.0,4,0.0,0.0,0.0003950848218956
Samuel Roukin,2,2,1,7.0,7.0,21360.0,21360.0,3,0.0,0.0,0.0011917321355825
Christopher B. Duncan,2,2,1,8.0,8.0,69759.0,69759.0,3,0.0,0.0,3.582242408284856e-06
Jimmy Shergill,6,6,3,6.966666666666666,8.2,32703.0,69759.0,5,8.0,0.000515701758379,3.6295592922830014e-06
Casey Siemaszko,4,4,2,7.6,8.1,138476.0,271794.0,3,13.0,2.710034833239168e-05,0.0005978744731793
Vanessa Martinez,2,2,1,7.1,7.1,5158.0,5158.0,3,0.0,0.0,0.000573099723918
Clive Standen,2,2,1,7.3,7.3,13577.0,13577.0,3,0.0,0.0,1.6049559894194226e-07
Deborah Kerr,4,4,2,7.5,7.8,21897.5,33987.0,5,2.0,4.189505148444458e-06,3.987191667299878e-05
Peter Ustinov,6,6,3,6.866666666666667,7.2,17384.333333333332,39847.0,7,25.0,4.636078318231904e-05,0.0007207238117058
Robert Taylor,2,2,1,7.2,7.2,9808.0,9808.0,4,0.0,0.0,3.2483888760148146e-05
Jim Henson,2,2,1,7.7,7.7,25498.0,25498.0,4,0.0,0.0,0.0004326406984842
James Huang,2,2,1,7.9,7.9,293304.0,293304.0,3,0.0,0.0,0.002529532207006
Lindsay Price,2,2,1,5.6,5.6,23823.0,23823.0,3,0.0,0.0,0.0002034236282375
Howard Morris,2,2,1,6.2,6.2,54723.0,54723.0,3,0.0,0.0,0.002855362358584
Patrick Cronin,2,2,1,6.2,6.2,54723.0,54723.0,3,0.0,0.0,0.002855362358584
Jill Talley,2,2,1,7.9,7.9,355810.0,355810.0,2,0.0,0.0,0.0035972768388343
Steven Christopher Parker,2,2,1,7.9,7.9,355810.0,355810.0,2,0.0,0.0,0.0035972768388343
