node,degree,betweenness,eigenvector
Julie Kavner,6,2.009120116991532e-05,0.007071691042890145
Adrienne Barbeau,6,6.955701472593476e-05,0.003103582188525865
Lambert Wilson,6,5.011854299960378e-05,0.0015270393091821556
Brian Thompson,6,4.936215366564285e-05,0.0029584965293606405
Anthony Edwards,6,6.298065462081267e-05,0.010944681784296004
Slim Pickens,6,0.000684138521026933,0.0012338432095102606
Ally Sheedy,6,0.00022222652872745365,0.005384173963117182
Geoff Bell,6,1.5633708615147538e-05,0.008626646478509772
John Billingsley,6,3.961170637926405e-05,0.005747092434925338
Mike Tyson,6,7.341228283995379e-05,0.0073228009528623315
Craig Ferguson,6,6.114929418303407e-05,0.004535948143278784
Martin Henderson,6,0.00015937038959864424,0.004131392408128932
Dee Bradley Baker,6,3.243495716612842e-05,0.008916103582839839
Irene Bedard,6,4.8905681174791655e-05,0.006302080897313766
Luke Perry,6,1.7412846222400982e-05,0.002222772696368834
Kevin McCarthy,6,5.528359493222789e-05,1.0376557478974425e-05
Clive Russell,6,5.3445749371328744e-05,0.005369472116239999
Nick Stahl,6,6.39588797166636e-06,0.0010806652830335696
Louise Fletcher,6,1.8705188275610297e-05,0.0006399865858485763
Rick Yune,6,1.771198994957914e-05,0.001990318761050297
Toby Stephens,6,1.4116577100874348e-05,0.0016802334105029172
Henry Czerny,6,0.0002686818451835691,0.002300719460092538
Kevin Tighe,6,3.010665348964929e-05,0.011300377747038286
Richard Burgi,6,5.400919492868678e-05,0.0021548547760527077
Royal Dano,6,0.0002859234265483248,9.718415944823064e-05
Megan Park,6,2.2295317075252612e-05,0.009623312795720674
Theo James,6,2.4694988650655914e-05,0.011725848710671056
Wagner Moura,6,9.329173531508162e-05,0.00010311720782637835
Lane Smith,6,3.3106655786641974e-05,0.0048548621573102566
Mika Boorem,6,3.223474711402379e-05,0.011830032548999352
Michael Emerson,6,1.2140662185462184e-05,0.0023835642373648703
Annabella Sciorra,6,5.491881510886254e-05,0.003689952439972757
Jami Gertz,6,4.0604825618587134e-05,0.00650364235581579
Ann-Margret,6,0.00013158533318300805,0.009282584740098264
George W. Bush,6,0.0003428213056812544,0.0050133594811873575
Monica Calhoun,6,8.34020852520401e-06,0.0018348549798625211
Charlie Rowe,6,0.00036455652454814915,0.0056044712893666
Eric Mabius,6,2.332185766237752e-05,0.0009569234220764405
Adam LeFevre,6,0.00033527504087130266,8.86389706049593e-05
Alice Greczyn,6,3.8042189910100317e-06,0.0009020139927985201
Harry Carey Jr.,6,6.906509051844101e-05,0.00019647953398002255
James Badge Dale,6,1.1451251771812077e-05,0.009173464213852097
Christopher Judge,6,0.00013678274451086244,0.00043948043095579597
Ato Essandoh,6,0.0001536641164358496,0.009779177568596316
Catalina Sandino Moreno,6,7.294260412725317e-05,0.00682503292713267
Zoë Bell,6,3.870910713264276e-05,0.016822229621671153
Jack Palance,6,2.189699130958361e-05,0.004055913958868002
Drew Waters,6,2.8415352102451967e-05,0.0025055660168254237
Michael McElhatton,6,8.906440390288826e-06,0.0054431011504721336
Wesley Jonathan,6,9.347869270048259e-05,7.940205524185983e-05
Jane Adams,6,3.2656552526520996e-05,0.005781616791692222
Danny Aiello,6,5.260702907822682e-05,0.0028756473311636224
Thomas McDonell,6,0.00011793957721656741,0.0032793147650359645
Miguel Ferrer,6,9.347869270048259e-05,0.0007453043655155415
Abhishek Bachchan,6,8.461658576268649e-05,1.0845048932583295e-05
Maurice LaMarche,6,1.5241263120521438e-05,0.0014432482637510417
Steve Bastoni,6,4.983561271662259e-05,0.00012819891039902607
Alexa Davalos,6,1.0457730903626048e-05,0.023144771194175053
Marshall Bell,6,6.773059606734743e-05,0.0005556492556136912
Veronica Cartwright,6,2.4313127559411566e-05,0.002762445611448481
Holt McCallany,6,8.008418576761172e-05,0.001776718113759722
Kip Pardue,6,5.6802130413885606e-05,0.0017452624395373928
Everett McGill,6,5.365564073155806e-05,0.0012939723067600486
William Holden,6,5.2989057786516305e-05,0.006195896496574144
Rami Malek,6,5.404672555406746e-05,0.017862786698684813
Tyler Mane,6,1.4602586404354093e-05,0.005163454809852363
Om Puri,6,0.0001090857004056428,0.005369875999290058
Clu Gulager,6,1.9012096763240755e-05,2.971104547145352e-05
Matt Lucas,6,1.297014227738484e-05,0.0030600798814458398
Cara Delevingne,6,0.0002724946194954412,0.00889167743158395
Nonso Anozie,6,3.150549970704934e-05,0.011811690510847886
Nicholas Braun,6,1.4892888431622765e-05,0.004525812543436641
Dyan Cannon,6,5.089675664036792e-05,0.000436229610081448
Christian Berkel,6,3.865368583605729e-05,0.0012502027753297697
Paz Vega,6,1.5613199772897675e-05,0.007575346414766236
Russell Tovey,6,1.77408564763061e-05,0.0051248692600295775
Ossie Davis,6,5.2668952809246125e-05,0.002282708746281556
Chandler Canterbury,6,4.7369382023074565e-05,0.011247790718396005
Mia Wasikowska,6,1.0131576527318189e-05,0.0030454595035338586
Rita Moreno,6,6.003995126890908e-05,7.79843757985276e-05
Eamonn Walker,6,1.5890576620785264e-05,0.007960532342877143
Henry Rollins,6,3.2466777919300093e-05,0.005489767716235987
Alicja Bachleda,6,6.775423317667002e-05,0.0014966120231205806
Ralph Ineson,6,1.6710649987878127e-05,0.0017272958576733145
Brían F. O'Byrne,6,1.2848013763107038e-05,0.008575839020093767
Kathryn Erbe,6,1.7139504336955038e-05,0.0016554699614970431
Elaine Stritch,6,1.4795053176606432e-05,0.012018316151586689
Kevin Chamberlin,6,0.00011321920355840042,0.007277702487151692
Derek Mears,6,1.453784955315951e-05,0.003586687642872873
Bianca Kajlich,6,2.7545638813236654e-05,0.0011805936054192275
Oliver Hudson,6,5.310484260638741e-05,0.0004325031406462445
Caleb Landry Jones,6,1.864260225011617e-05,0.001626306054280846
Patrick Kilpatrick,6,5.391854961915759e-05,0.002928010966706127
Lionel Barrymore,6,4.182091742584597e-05,0.0004411903902997715
Gary Dourdan,6,1.634772243288909e-05,0.0041841524726646045
Clifton Powell,6,1.7770467827933572e-05,0.001813075936058413
Vanessa Ferlito,6,2.7927013094312536e-05,0.00686678448151547
Jim Carter,6,0.00026859902395521954,0.001522702879981597
Matt Smith,6,9.3385164651938e-06,0.008124405250233642
Lauren Holly,6,2.2699270639231855e-05,0.004126156898284386
Michael Palin,6,1.80244637233066e-05,0.00571659932738964
Michael Lerner,6,4.418409116066677e-05,0.0008488220668896842
Alexis Dziena,6,7.199434988929128e-05,0.006211742155508187
Tim McGraw,6,6.179670881451689e-05,0.004389624700952833
Raven-Symoné,6,1.2604703780799946e-05,0.010162375610999872
Martin Donovan,6,9.421013817041202e-05,0.002886987575023006
Bill Irwin,6,1.2463694323063783e-05,0.005534600257402221
Bojana Novakovic,6,2.263794207576028e-05,0.00549424601278568
Lauren Cohan,6,7.290811636828824e-05,0.0021660009101813348
Michael Cudlitz,6,2.4991932220695516e-05,0.005435060610189404
Andy Richter,6,1.2027638967004885e-05,0.0049606443711957245
T.I.,6,4.9042940486491056e-05,0.00694782689234552
Jon Tenney,6,4.337976091548241e-05,0.005528805616934679
Phoebe Cates,6,0.000250727370323006,0.003962096302602685
Katie Aselton,6,4.9302630184828715e-05,0.001045188482496372
Emma Caulfield,6,2.374730788621372e-05,0.002988620328388038
MyAnna Buring,6,5.237575471658202e-05,0.0007123976771651535
Brighton Sharbino,6,4.548284283374101e-05,0.003933422304720933
Charlotte Sullivan,6,4.0044542942616584e-05,0.0023956112097846282
Marc John Jefferies,6,2.9590496503986484e-05,0.0021723062096316308
Marsha Thomason,6,4.1789847584087276e-05,0.005428622927533057
Ron Rifkin,6,1.734944315285986e-05,0.0021856614381696496
Greg Germann,6,5.671794373073976e-05,0.0009142863054134384
Chelcie Ross,6,0.0002686075438829149,0.004859486630187987
Jenny Agutter,6,3.8083882810085045e-05,0.003468772501812203
Amy Irving,6,7.987784583568962e-05,0.004376938536172343
Vernon Wells,6,1.9409928081334182e-05,0.0008977991985766471
Denis Lavant,6,9.839676121798375e-05,0.0002560498432684452
Lily James,6,5.352580121843368e-06,0.014093789837780927
Art Malik,6,0.0001527965095287675,0.005766197379533803
Sandrine Holt,6,1.599935429918446e-05,0.0013381447189608352
Rory Cochrane,6,5.8634296017424956e-05,0.014545434589127007
Talisa Soto,6,1.0576137943855689e-05,0.0006480683776946485
Philip Winchester,6,5.361419986518533e-05,0.006532477962738794
Rita Wilson,6,2.6465994147611477e-05,0.008025322570850127
Neil Maskell,6,5.6254703372280816e-05,0.0009485350059157556
Jon Seda,6,2.2397678937570063e-05,0.004961511131936143
Amanda Detmer,6,9.347869270048259e-05,0.0005197229240515483
Bernadette Peters,6,1.6560312249582975e-05,0.008612780946044516
Ian McDiarmid,6,5.367436722311161e-05,0.011763370078436442
Tim Matheson,6,6.745247028943846e-05,0.006780493811535027
Tom Cullen,6,0.0002764371676081188,0.001333243020946058
Camryn Manheim,6,2.200558449663859e-05,0.010369710690337212
Luke Newberry,6,0.0003094144728385973,0.001169271127901791
Ulrich Thomsen,6,0.00027223863622082044,0.008901432895676832
Mike Dopud,6,1.987079861457352e-05,0.005937217831884635
Nat Wolff,6,4.813195959708024e-05,0.00630023456185441
Mircea Monroe,6,2.3768844992646126e-05,0.00622635315380994
Lara Flynn Boyle,6,8.541656878123349e-06,0.00187876551404312
Abraham Benrubi,6,9.703856097842744e-06,0.0017434029332028676
Mark Rylance,6,1.3899859215118596e-05,0.0060211723713207085
Jenna Fischer,6,9.743254138344404e-05,0.0016708178804967146
Graham McTavish,6,3.146457005964551e-05,0.003335827526379856
James Urbaniak,6,0.0004956240286979587,0.0018864850696841014
Simon McBurney,6,1.0771141645881685e-05,0.007177589603840226
Larry King,6,5.265891351279854e-05,0.010263442752998403
Jimmy Shergill,6,0.0005157017583790949,3.6295592922830014e-06
Leven Rambin,6,1.3349231024791013e-05,0.0069619981285821905
Mitch Pileggi,6,8.824066193419194e-05,0.010717241374348421
Lisa Edelstein,6,3.662138449107123e-05,0.004892871647509789
Jeffrey Combs,6,1.3047140498083034e-05,0.003180286864412602
Masi Oka,6,2.1650353105466444e-05,0.008280948676429131
John Aylward,6,5.245803488184319e-05,0.0024579959837825417
Sarah Roemer,6,1.3513309992930764e-05,0.004416824988498672
Melinda Clarke,6,0.0002645490536039728,0.0022290310940660915
Russell Wong,6,0.00010447129422739539,0.002925428559556352
Robin Atkin Downes,6,9.866693769636198e-05,0.0030865711679602956
Kang-ho Song,6,0.0004490716397331183,0.002762295288923086
Amy Ryan,6,1.457136334431665e-05,0.0035410095824063587
Roger Allam,6,2.6647602321447002e-05,0.0026028268271413484
Reggie Lee,6,1.994880399807648e-05,0.008880781778127417
Tracey Walter,6,5.844681039630106e-05,0.004621905254153209
Brad William Henke,6,5.311895570734442e-05,0.0012031308496073076
Eduardo Verástegui,6,1.342176510676974e-05,0.0013521059478359197
Kari Matchett,6,0.00030130530929489983,0.00032654276883894794
Dan Byrd,6,0.00012037803865681781,0.00381294275601542
W. Earl Brown,6,3.963968732336182e-05,0.0007865819138774715
Jacqueline Bisset,6,6.570197398707028e-05,0.0037168086752022555
Bill Nunn,6,4.322256301009688e-05,0.011133101977779905
Nolan Gerard Funk,6,4.976303898253675e-05,0.005562338851034529
Jon Polito,6,9.580020062870934e-06,0.0037350952960505624
Neil Flynn,6,0.00011397025402682709,0.004116358816986363
Patton Oswalt,6,0.0001840473418612899,0.006523388237195981
Megalyn Echikunwoke,6,5.321217929658734e-05,0.00872408645870088
Spencer Breslin,6,3.491411156831905e-05,0.003176440242525548
Anika Noni Rose,6,5.164790884698071e-05,0.0021358142520770916
Linda Fiorentino,6,4.181503962026124e-05,0.008790954633034278
Donald Glover,6,2.249597804142028e-05,0.008335859748117083
Joey Slotnick,6,2.3078499745384508e-05,0.0029367887324523757
Kelly Lynch,6,2.9224180869788913e-05,0.007195978894987431
Matthew Ziff,6,0.00030336863371487527,0.0005016067640756012
Liam James,6,2.1987569209974546e-05,0.008064328177049525
Tom McCarthy,6,0.00018989247032141744,0.006260892147179689
Anthony Zerbe,6,3.9984427026268216e-05,0.001334595495647815
Ruth Wilson,6,0.0001264460906969742,0.014296605699566804
Lily Cole,6,2.694634649902109e-05,0.0038812026709691924
Nichelle Nichols,6,0.00010959646198308692,0.004716700399747538
Ryan Donowho,6,8.632407120952914e-05,0.000423374118286724
Danny Pino,6,5.753697115941657e-05,0.0010911116517969873
Giancarlo Giannini,6,0.00027021971048802815,0.007071860919844288
Melonie Diaz,6,0.000571809163248852,0.00040590894835789825
Christopher Guest,6,1.8091120690621607e-05,0.004467981085878597
Riccardo Scamarcio,6,0.00010855129440349437,0.0038456740630778115
Dong-gun Jang,6,0.00016134277265633686,0.0006682175397104788
Jason Priestley,6,1.7680829938874972e-05,0.0017875722949542694
Traci Lords,6,3.201696313224226e-05,0.00762956266634695
Robert Ri'chard,6,1.2234476075843842e-05,0.005062365702023453
Danneel Ackles,6,1.5677698754197355e-05,0.0025932418564732847
Ashley Williams,6,2.6793445465725023e-05,0.007848768434146587
Jodi Lyn O'Keefe,6,5.482342563084418e-05,0.010188733175715248
Joanne Whalley,6,3.0252048075696352e-05,0.006872799343140743
Nimrat Kaur,6,5.871408820907532e-05,4.0399106106040906e-06
Kari Wuhrer,6,4.399512731289835e-05,0.0027531136289554786
Scott Elrod,6,6.913382069964212e-05,0.0006728668398677303
Keisha Castle-Hughes,6,0.0006180811161355909,0.0007483564394508707
Brian Van Holt,6,7.5412483876681e-06,0.0016234019626254392
Douglas Smith,6,1.3902825746799976e-05,0.0034406230485855283
Janet Leigh,6,8.066713528032017e-05,0.0032831208751474095
Javier Botet,6,0.00010202789761363448,0.0004465820083904765
Richard T. Jones,6,3.664341943825185e-05,0.0025803845417885682
Diahann Carroll,6,4.952353459515563e-05,0.0010644779037778523
Isaiah Washington,6,5.457864301187933e-05,0.004052858671922191
James Wolk,6,7.75482332167128e-05,0.001403295817328699
Brett Cullen,6,7.688323543946542e-06,0.0013269317320754666
Austin Nichols,6,7.240571030933579e-05,0.010057347529143197
Brooke Shields,6,2.4344892251581775e-05,0.005541997999387861
Terry Kinney,6,6.105953001203193e-05,0.006466981983741213
Jay Chandrasekhar,6,5.660869109425818e-05,0.0010269474921659116
Jenny McCarthy,6,2.0193075599583825e-05,0.0019126135671791542
Tony Jay,6,1.902820477673854e-05,0.0053171429327754545
Candice Bergen,6,4.2753244298629336e-05,0.004742988270345472
Levon Helm,6,0.00022024412511844395,0.0025969834390969747
Bashar Rahal,6,5.4750539140226335e-05,0.0010322413047748895
Lamman Rucker,6,3.754740168379574e-05,0.0006012979204103314
Andrew Fiscella,6,5.000070964476991e-05,0.001739851190765076
Chris Kattan,6,8.907353117116671e-06,0.006122559824464543
Ian Somerhalder,6,1.668386899061015e-05,0.007114322682457384
Melissa Benoist,6,0.00026618519477321107,0.013476532316832995
David Niven,6,0.0003559668618034377,7.745616749043817e-09
Shailene Woodley,6,1.5134028344902024e-05,0.002228009085532872
Ludivine Sagnier,6,2.699682456833241e-05,0.0013146711113219333
Ryan Guzman,6,6.314150394293091e-05,0.0004232266680456969
Joaquim de Almeida,6,3.2306236409648766e-05,0.0017404242022001162
Robert John Burke,6,2.5163746982346552e-05,0.015342172022909622
Kenny Baker,6,4.8412598903189914e-06,0.009932119676638797
Mindy Kaling,6,5.460601403212992e-05,0.007846432245611745
Héctor Jiménez,6,6.924841931316499e-06,0.004529745184722467
Trey Parker,6,6.70449094760753e-05,0.002774626740998948
Wendi McLendon-Covey,6,1.9793480970012412e-05,0.0037620830155133188
John Belushi,6,5.476755123084021e-05,0.004317341115842814
Ken Howard,6,1.6595436198915014e-05,0.002313192728327095
Kyle Schmid,6,4.183942431629665e-05,0.005370188913588503
Nora Dunn,6,5.382002848290309e-05,0.0010166273062250108
Vernon Dobtcheff,6,9.329173531508162e-05,0.0011318596509417257
Anne-Marie Duff,6,0.00015622551087996302,0.004860798395303441
Michael Winslow,6,3.24487963406976e-05,0.0028996586477663643
Angus T. Jones,6,3.3397965941163765e-05,0.005326376941353127
Roscoe Lee Browne,6,5.363828042025416e-05,0.0009879070800472621
Don Rickles,6,0.00015693097295243745,0.014127480011714717
Mireille Enos,6,0.0002121872568602143,0.010678837782488538
Peter Capaldi,6,1.52228218412282e-05,0.016418690917322863
Henry Ian Cusick,6,1.891510918513885e-05,0.0013300803960719974
Jessica Lowndes,6,0.0002083926609191591,0.007098748708952016
Dan Futterman,6,2.4309731798317714e-05,0.0055326554205962376
Paulo Costanzo,6,3.1395118674753564e-05,0.004520463022264864
Iben Hjejle,6,0.00014649902360445297,0.001156074623658817
Johnny Lewis,6,6.103943368635524e-05,0.0027339967993839525
Spencer Treat Clark,6,0.00010680893422383459,0.006188621133176815
Mike Colter,6,7.373127030241636e-05,0.012423993742279198
Lillete Dubey,6,0.00013399029903365538,8.239095102374011e-05
José Ferrer,6,5.902120948748525e-05,0.0036748617209509723
Dick Van Patten,6,1.9461996755985295e-05,0.0005480193586788225
Seth Gilliam,6,5.2399378366037094e-05,0.003529884069506043
Aimee Teegarden,6,8.958350604260769e-06,0.0017480387542373507
Christopher Heyerdahl,6,4.887451493987196e-05,0.005270091854152274
Ingrid Bolsø Berdal,6,2.8393391580425055e-05,0.010232857109988105
Angie Dickinson,6,0.00015924607573101126,0.004348507426005343
Leland Orser,6,4.920307506476844e-05,0.01067489419523086
Lee Majors,6,2.3544853496550335e-05,0.0030793035019401347
Claude Rains,6,3.141323772167124e-05,0.00021976783964118378
Lynn Whitfield,6,9.67328235808653e-05,0.0017364927368226687
Mark Gatiss,6,0.0006316398355931786,0.006482776482203047
David Margulies,6,6.966672355191694e-05,0.0009494124130337647
Paul Freeman,6,0.00031689327200932555,0.001840358534897313
B.J. Novak,6,2.1104970531118515e-05,0.0067753433908945265
Michael Paré,6,4.045292820105527e-05,0.0014282235759923857
Cliff Robertson,6,2.0443155913423645e-05,0.0006945302396415545
Mehcad Brooks,6,0.0005279182419690064,0.004097028192621323
Emmanuelle Vaugier,6,6.213805082671689e-05,0.007245322031450595
Maria Conchita Alonso,6,2.1762013131313744e-05,0.0017922957636641876
Scout Taylor-Compton,6,1.581182859763192e-05,0.003931541987214023
Jack Hawkins,6,1.0429244736116336e-05,0.000862919769551307
Jennifer Hale,6,2.145820542164928e-05,0.0007237216615585543
Justin Kirk,6,1.5338678545018955e-05,0.002424498443697761
William Morgan Sheppard,6,2.0158935641684548e-05,0.00406104079973256
Christopher Evan Welch,6,4.7328416605008525e-05,0.008955794800101183
Tisha Campbell-Martin,6,0.00017887529540910958,0.005873807343782903
Isabelle Adjani,6,2.1061832325257182e-05,0.0015398890638607691
Alan Oppenheimer,6,3.739673851350434e-05,0.002992540632135984
Tom Kane,6,2.3511634225786502e-05,0.002354831221812806
James Gammon,6,2.3159192140950706e-05,0.010445051113527105
Tika Sumpter,6,2.1686966211847763e-05,0.002446654264394253
Gillian Jacobs,6,9.31147903007444e-06,0.005925150561226717
Rhys Wakefield,6,2.3817072595425316e-05,0.0038681552512960142
Michael Greyeyes,6,2.8728896534658663e-05,0.006652391682803524
Zach Grenier,6,6.07898666511206e-05,0.0025967040132833666
Mathieu Kassovitz,6,0.00015946733801051392,0.0005946205144106935
Mary-Kate Olsen,6,4.467068602661077e-05,0.001065703061423809
Phil LaMarr,6,3.536756447664119e-05,0.009721840594805695
Ned Bellamy,6,2.7402502740302276e-05,0.002295591863790714
Óscar Jaenada,6,0.00012138726976477148,0.008154958207344687
Marie-Josée Croze,6,9.347869270048259e-05,6.690144973032643e-05
Keshia Knight Pulliam,6,2.268342015140537e-05,0.0035927702303037343
Sarah Carter,6,2.3501203870392326e-05,0.002466279662975864
Kevin Gage,6,5.4216449122248605e-05,0.002401024631991563
Salli Richardson-Whitfield,6,2.2904371699803575e-05,0.003823531110115123
Chelan Simmons,6,1.8789147263746623e-05,0.0022665594223908524
Gina Holden,6,3.937632999934617e-05,0.00092915289294731
Dallas Roberts,6,3.3874252001852235e-05,0.0074988649061327175
Amanda Schull,6,0.0002659762191577577,0.0009523224912553097
Ben Feldman,6,0.00026624264941910934,0.0010113364671438998
Ernie Reyes Jr.,6,5.671984489827712e-05,0.0021576021911446806
Paige Turco,6,1.0509997062188759e-05,0.0009552316787596986
Bryan Callen,6,2.460792424498516e-05,0.0023577694397052085
Gedde Watanabe,6,7.984199728582042e-06,0.0020917015380725007
Omar Sy,6,0.00042695671317695996,0.0071892682320059305
Jack Thompson,6,6.97666345346111e-05,0.005595848531810399
Liza Minnelli,6,6.578844376502786e-05,0.010031828276615622
Kirstie Alley,6,3.340937050935488e-05,0.01106800621785717
Paul Hogan,6,0.00022462929855925965,0.0001633839296198121
Luke Bracey,6,1.3711675001508135e-05,0.001865416235411679
Elton John,6,0.00010963566590559976,0.0011024615661367264
Swoosie Kurtz,6,5.4625229743259464e-05,0.009316466239569865
Ben Chaplin,6,0.00025881367990598946,0.006786856372675692
Samaire Armstrong,6,0.00014455268986524674,0.002581226559946432
Ron Eldard,6,1.1374356248734082e-05,0.0014455599200455774
Mara Wilson,6,1.4954808823910274e-05,0.0052748528234480155
Bella Heathcote,6,9.881373379129216e-06,0.0050374757362910355
Elena Anaya,6,4.709527512474754e-06,0.006828245609141039
Robert Pine,6,4.941037119220059e-05,0.0018485212363648321
Boyd Holbrook,6,1.1847050852148742e-05,0.010553472805502251
Rob McElhenney,6,2.6231292795714327e-05,0.006298951216197111
Roma Maffia,6,5.7102927421449814e-05,0.0051117868543257925
Alexander Gould,6,1.8676830661719525e-05,0.009326526330110252
Dustin Milligan,6,3.183082693009704e-05,0.0036444692271150637
Daniel Mays,6,0.0005742274019691917,0.010732205685827735
Gary Lewis,6,7.423230834484533e-05,0.004417685403930987
Michael Nouri,6,0.00010542210586830255,0.0011385038680484388
Erick Avari,6,4.826694798761116e-05,0.0038339320852097147
Tamsin Egerton,6,0.00017670541731919066,0.0025727169109745415
Jenette Goldstein,6,2.2778788037238323e-05,0.002724077639099192
Lois Smith,6,1.2033339622839915e-05,0.0009561754531248071
Troy Evans,6,4.8173652230401816e-05,0.0020569588055903334
Brendan Sexton III,6,0.00012808824289553672,0.011333762470158848
Brendan Fehr,5,8.813248722684484e-05,0.0018551464613751944
Min-sik Choi,5,7.010901952536193e-05,3.0158810208826257e-05
Leigh Whannell,5,1.5657825144671804e-05,0.0034672804679169917
Brenda Strong,5,0.0003037906512831089,0.00016064098507175966
Lucas Grabeel,5,2.638513348743568e-05,0.007202562760697335
Eric Lloyd,5,4.715499633738626e-05,0.001924257406456601
Sebastian Koch,5,3.9779392079925425e-05,0.000513253463289101
Billy Boyd,5,7.753950150098005e-06,0.0172945154288314
Shad Moss,5,6.158817043165888e-06,0.003934393826814393
Maggie Cheung,5,0.00013343859438528203,0.0040018407726082564
Murray Hamilton,5,9.427159408056982e-05,5.169386791102561e-05
Jonathan Frakes,5,0.00011812421001615915,0.0042222363032539045
Takeshi Kaneshiro,5,0.0001345434616894549,0.0020645859539495117
Lindsay Sloane,5,3.956352848992908e-06,0.01281455412184513
Bill Clinton,5,4.6739346350241294e-05,0.0002922901320749381
Carmen Argenziano,4,5.882082205169839e-05,0.00043662708545439387
Claudette Colbert,4,4.6739346350241294e-05,4.0129444226897124e-05
George Harris,4,3.261240582086696e-05,0.00016843489006395743
Michael Byrne,4,6.027788195701503e-06,0.0006273852067220172
Odeya Rush,4,1.7443462134565535e-05,0.0060359342321184796
Tristan Mack Wilds,4,4.336220309834623e-06,0.003872673360901779
Cynthia Nixon,4,4.555232066091064e-06,0.001584703900741659
Alex Karpovsky,4,1.6531868276163514e-05,0.001228964598100597
Brian Austin Green,4,4.6739346350241294e-05,0.001021782845964249
Michael Bowen,4,1.1383935882296623e-05,0.003424773725839458
Matthew Gray Gubler,4,2.15035561538246e-05,0.005291554243816047
Essie Davis,4,1.59202159349218e-05,0.0001419816884373144
Bud Cort,4,1.2219921088471728e-05,0.0011696126783515882
Jim Rash,4,3.2005621075564915e-06,0.004316276034691172
Alan Van Sprang,4,1.2893165189349406e-05,0.0007189236478915359
Michael Chernus,4,4.879926565923757e-06,0.003802526395949511
James Wilcox,4,2.456650187398344e-05,0.006693845204295588
Natasha Richardson,4,1.0075600752929783e-05,0.005494724973629393
James Karen,4,4.670069425485046e-06,0.003641124946851165
Jack McGee,4,4.6739346350241294e-05,0.0048499962272225946
John Enos III,4,4.664586765754081e-05,0.0013999728315201917
George Newbern,4,4.370485946775508e-06,0.0010421393633964571
Ni Yan,4,4.566041838603331e-06,7.818074126357717e-05
Zach Galligan,4,5.515924303357732e-05,0.00047414232688776055
Haley Ramm,4,7.044752294840687e-06,0.00035729490307473015
Michael Parks,4,5.731605693100192e-06,0.009673947334978849
Ophelia Lovibond,4,6.899563416082718e-06,0.0036640765452301723
Nona Gaye,4,1.825887825911147e-05,9.947022145546728e-05
Michael Lonsdale,4,3.785243562917616e-05,0.009617637194269595
Willow Smith,4,4.700208624094351e-06,0.004347654937140487
Jenna Boyd,4,8.08224663228921e-06,0.0010712954692870314
Nick Damici,4,1.0973205300535695e-05,0.001295594933867384
Talia Shire,4,4.6739346350241294e-05,0.0026289301901142145
Peter Hermann,4,7.082121876108362e-06,0.0030796974465600304
Billy Campbell,4,0.00026276860518105656,0.0017445380543662987
Emilia Clarke,4,1.6017853728592236e-06,0.008077797428236297
David Walton,4,2.4576687762714398e-06,0.002622920078688096
Albert Dupontel,4,6.0922710111631285e-05,2.7447972458734452e-05
André Dussollier,4,6.505576691886502e-05,0.00038420932292164596
Jonny Weston,4,5.460608105850431e-05,0.0004056742391978349
Sofia Black-D'Elia,4,0.00018909224560226942,0.0018555416158458258
Tammy Blanchard,4,7.702117686094238e-06,0.001746774290279356
Lois Chiles,4,2.4887899332094588e-05,0.0006807388403412638
Cyril Raffaelli,4,1.7733438641947933e-05,0.006194624135049258
Jonathan Sadowski,4,6.219792239840683e-06,0.006648318956198856
Jim Varney,4,1.3151924969468413e-05,0.004410864466519056
Joshua Mikel,4,8.678611042906591e-06,0.020418715228429623
Sayed Badreya,4,1.3234331220166912e-05,0.003438288492036762
Manny Perez,4,4.6739346350241294e-05,0.00018910071199465414
Jean-Hugues Anglade,4,3.607201952873882e-06,0.0018724269348793442
Shelley Winters,4,2.773325028014547e-05,0.0007425317748271835
Jason Momoa,4,3.100240139000146e-05,0.0032698258862131936
Matt O'Leary,4,1.152022800004611e-05,0.010767670973120038
Matt Price,4,0.000262675126488356,0.0006813326753451827
Rob Moran,4,1.1876666391538357e-05,0.001383081316253633
Jon Stewart,4,3.446187566681675e-05,0.006734542858074863
Christian Campbell,4,1.358400337806664e-05,0.002890477385850647
Bill Erwin,4,0.00014021803905072387,7.590123823673311e-06
Lee J. Cobb,4,1.751793252381356e-05,0.0011251100497050315
Josh Henderson,4,1.665715848819841e-05,0.002050499755937734
Joel Courtney,4,1.624535725427862e-05,0.00035702937415547833
Danny Masterson,4,2.892429802765921e-05,0.00925177148174441
Herbert Russell,4,7.83756528272306e-06,0.007658653987488106
Mark L. Young,4,4.794594817142769e-06,0.005596048452946795
Jessica Simpson,4,3.192926742691402e-06,0.0011725426468908058
Justin Chon,4,1.8206180356289769e-06,0.00044258533584724515
Sarah Wright,4,3.6888058717580626e-05,0.005364905232743995
Kathryn Morris,4,1.758424007430927e-05,0.0024726586498942235
Sarita Choudhury,4,9.396510375312791e-05,0.0009907332813147013
Erik Per Sullivan,4,1.4729760269885003e-05,0.0004950650936854803
Shirley Knight,4,0.00010380673557563892,0.00019535649775877419
Ana de la Reguera,4,1.4268704955194708e-06,0.004590166188570671
Fredro Starr,4,4.6739346350241294e-05,0.0003639607932307782
Andrew Keegan,4,7.909243044331548e-06,0.008171555917842965
Henry Simmons,4,1.1892939912357193e-05,0.004529709797581908
Rolando Molina,4,1.2869811400921494e-05,0.008418136924646203
