actor,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years
Neil Flynn,3,6.866666666666667,8.0,164527.0,245989.0,4,7.0
Michael Roark,1,6.9,6.9,17948.0,17948.0,2,0.0
Laura Harring,5,6.719999999999999,8.0,98035.8,235992.0,10,6.0
Tamala Jones,6,5.25,6.9,14765.666666666666,60572.0,8,10.0
Molly C. Quinn,2,5.65,7.0,159738.5,316671.0,3,0.0
Laura-Leigh,1,7.0,7.0,316671.0,316671.0,2,0.0
Yuliya Snigir,1,5.3,5.3,4387.0,4387.0,3,0.0
Aleksey Serebryakov,1,5.3,5.3,4387.0,4387.0,3,0.0
Fedor Bondarchuk,2,4.699999999999999,5.3,2390.0,4387.0,5,6.0
Barbara Carrera,1,6.2,6.2,48636.0,48636.0,3,0.0
Bernie Casey,1,6.2,6.2,48636.0,48636.0,3,0.0
Klaus Maria Brandauer,2,6.45,6.7,32183.0,48636.0,4,8.0
Charlie McDermott,2,6.800000000000001,7.2,80465.0,139184.0,4,2.0
Collette Wolfe,4,5.8999999999999995,6.4,71123.0,139184.0,4,6.0
Taylor Blackwell,1,6.4,6.4,6069.0,6069.0,2,0.0
Reeve Carney,2,6.1,6.8,9261.0,12375.0,6,11.0
Colin O'Donoghue,1,6.0,6.0,75864.0,75864.0,4,0.0
Mason Gamble,1,7.8,7.8,220591.0,220591.0,3,0.0
Blair Underwood,7,6.085714285714286,7.8,44421.0,220591.0,8,26.0
Kenan Thompson,7,4.685714285714285,5.7,39857.42857142857,115650.0,10,12.0
Omid Abtahi,1,4.5,4.5,8860.0,8860.0,5,0.0
Lynn Hung,1,7.2,7.2,21912.0,21912.0,4,0.0
Kwok-Kwan Chan,2,7.25,7.3,39417.5,56923.0,6,14.0
William Hootkins,8,6.0375000000000005,8.5,128742.625,661017.0,12,24.0
Lily Cole,3,6.166666666666667,6.8,49464.0,126307.0,7,4.0
Quinton Aaron,5,5.480000000000001,7.7,70562.4,223127.0,8,6.0
Catherine Dyer,1,7.7,7.7,223127.0,223127.0,3,0.0
Aimee Garcia,5,4.779999999999999,6.6,16710.8,58297.0,10,6.0
Jon Foo,2,6.449999999999999,7.1,16197.5,30210.0,5,0.0
Reginald Ballard,1,6.9,6.9,353442.0,353442.0,2,0.0
Bruce Green,1,7.7,7.7,240962.0,240962.0,3,0.0
Rebecca Mader,1,6.8,6.8,286178.0,286178.0,3,0.0
Nichelle Nichols,7,6.528571428571429,7.7,56369.0,91414.0,8,23.0
Walter Koenig,5,6.540000000000001,7.3,46368.8,63330.0,7,18.0
Robert Mitchum,2,7.15,7.3,94449.5,127503.0,5,3.0
Josh Segarra,1,6.3,6.3,94241.0,94241.0,2,0.0
Amy Schumer,1,6.3,6.3,94241.0,94241.0,2,0.0
Nicole Sullivan,1,5.9,5.9,33887.0,33887.0,2,0.0
Sherri Shepherd,1,5.9,5.9,33887.0,33887.0,2,0.0
Matt McCoy,1,8.3,8.3,414219.0,414219.0,4,0.0
Lauren Ambrose,4,6.175,6.5,34279.0,62198.0,4,15.0
Natasha Henstridge,7,5.671428571428572,6.7,36695.0,90374.0,11,18.0
Jordan Lund,1,5.8,5.8,61018.0,61018.0,4,0.0
Marg Helgenberger,2,5.8,5.8,31352.0,61018.0,6,2.0
Amanda Wyss,2,7.5,7.5,149289.0,149293.0,1,0.0
Lin Shaye,15,6.26,7.5,96315.46666666666,247289.0,14,31.0
Judith Godrèche,1,6.4,6.4,125219.0,125219.0,2,0.0
Anne Parillaud,1,6.4,6.4,125219.0,125219.0,2,0.0
Kevin Connolly,4,7.7250000000000005,8.5,144839.75,396396.0,7,8.0
Kiersey Clemons,2,6.65,7.3,42323.0,56605.0,3,1.0
Al Freeman Jr.,1,7.7,7.7,63923.0,63923.0,4,0.0
Mackenzie Aladjem,1,6.2,6.2,104005.0,104005.0,1,0.0
Charlyne Yi,2,6.6,7.0,201297.5,298590.0,2,5.0
Craig Parker,1,6.6,6.6,119974.0,119974.0,5,0.0
Steven Mackintosh,5,7.040000000000001,8.4,46262.4,119974.0,12,17.0
Christine Taylor,2,5.75,6.2,44648.5,57140.0,6,11.0
Victor Webster,1,5.9,5.9,25883.0,25883.0,2,0.0
Jaymes Butler,1,6.7,6.7,198701.0,198701.0,3,0.0
Zelda Rubinstein,3,6.433333333333334,7.4,74694.66666666667,105448.0,3,6.0
Heather O'Rourke,3,6.433333333333334,7.4,74694.66666666667,105448.0,3,6.0
Beau Bridges,6,6.266666666666667,7.3,63310.333333333336,205284.0,7,28.0
Jamie Hector,1,5.4,5.4,107772.0,107772.0,5,0.0
Danneel Ackles,3,5.566666666666666,6.6,61239.666666666664,113918.0,6,3.0
Kirsten Day,1,5.9,5.9,48019.0,48019.0,3,0.0
Steve Howey,5,4.74,5.9,35894.0,79094.0,7,6.0
Ashley Williams,3,6.666666666666667,7.1,62139.0,92599.0,7,3.0
Jodi Lyn O'Keefe,3,6.3,7.0,17858.333333333332,43879.0,6,13.0
Logan Browning,2,7.1,7.2,1192.5,1641.0,2,0.0
Vic Morrow,2,6.9,7.3,20968.0,25613.0,7,7.0
Tatum O'Neal,1,7.3,7.3,16323.0,16323.0,4,0.0
Joyce Van Patten,1,7.3,7.3,16323.0,16323.0,4,0.0
Raul Julia,2,5.3,6.8,74861.0,96607.0,5,3.0
Ed Stoppard,1,8.5,8.5,497946.0,497946.0,3,0.0
Emilia Fox,1,8.5,8.5,497946.0,497946.0,3,0.0
Frank Finlay,4,6.975,8.5,129236.75,497946.0,9,32.0
Shaun Toub,2,7.199999999999999,7.6,38131.0,68119.0,3,1.0
Keisha Castle-Hughes,3,7.3,7.6,18459.333333333332,34232.0,6,9.0
Hiam Abbass,1,6.8,6.8,8143.0,8143.0,3,0.0
Paris Hilton,3,5.766666666666667,6.7,69779.33333333333,94463.0,3,3.0
Brian Van Holt,4,5.425,6.7,55806.75,94463.0,5,5.0
Colin Stinton,1,7.3,7.3,168314.0,168314.0,2,0.0
Aaliyah,2,5.65,6.1,50515.5,57040.0,6,2.0
Kevin Peter Hall,1,6.2,6.2,105478.0,105478.0,3,0.0
Jesse Tyler Ferguson,1,6.2,6.2,40964.0,40964.0,3,0.0
Joseph Cross,2,6.2,6.2,30482.0,40964.0,4,2.0
Douglas Smith,3,6.166666666666667,6.6,19466.0,48621.0,6,14.0
Sam J. Jones,1,6.4,6.4,38017.0,38017.0,3,0.0
Cicely Tyson,7,5.428571428571429,6.4,11650.285714285714,28257.0,10,8.0
Carmen Ejogo,2,6.1,7.1,37124.5,45992.0,7,3.0
Leon Rippy,1,6.6,6.6,31751.0,31751.0,4,0.0
Bill Bailey,2,7.0,7.9,185962.5,352695.0,5,3.0
Eros Vlahos,1,6.1,6.1,19230.0,19230.0,3,0.0
Frank Whaley,2,6.0,6.6,8802.0,17124.0,4,9.0
Nicki Aycox,2,5.75,5.9,61679.0,78256.0,5,5.0
Joanna Lumley,2,6.85,7.4,118292.5,188785.0,7,1.0
Ken Arnold,1,5.0,5.0,65044.0,65044.0,3,0.0
Richard Cetrone,1,5.0,5.0,65044.0,65044.0,3,0.0
Benjamin J. Cain Jr.,1,5.0,5.0,65044.0,65044.0,3,0.0
Pip Torrens,1,5.6,5.6,15788.0,15788.0,5,0.0
Richard Thomas,1,7.4,7.4,54643.0,54643.0,2,0.0
Marion Ross,1,4.5,4.5,52052.0,52052.0,4,0.0
Drake Bell,4,5.375,7.6,51590.5,143137.0,9,14.0
Michael Beach,1,6.2,6.2,63548.0,63548.0,3,0.0
Alona Tal,2,5.4,6.2,37279.5,63548.0,4,5.0
Shannon Elizabeth,7,5.771428571428571,7.0,108199.28571428571,315549.0,2,6.0
Portia de Rossi,2,5.6,6.2,40258.0,54390.0,2,6.0
Jim Gaffigan,6,6.25,7.2,40348.0,106098.0,6,8.0
Richard T. Jones,3,6.366666666666667,7.1,83155.66666666667,207934.0,6,16.0
Michael Mosley,1,5.1,5.1,34948.0,34948.0,3,0.0
Lucy Gordon,1,6.5,6.5,28130.0,28130.0,4,0.0
Alex Jennings,2,6.9,7.3,56731.5,85333.0,5,4.0
Wendell Pierce,5,6.4799999999999995,7.1,53941.6,90046.0,8,13.0
Austin Nichols,3,6.2,7.2,33692.0,51842.0,7,4.0
Matt Prokop,2,4.15,4.5,28097.0,43795.0,6,2.0
Brooke Shields,3,5.199999999999999,6.1,36699.333333333336,50125.0,8,30.0
Richard Brancatisano,1,5.2,5.2,11482.0,11482.0,3,0.0
Cariba Heine,1,5.2,5.2,11482.0,11482.0,3,0.0
Lysette Anthony,1,6.0,6.0,23351.0,23351.0,3,0.0
Rosanna Arquette,4,5.775,6.1,13272.0,30511.0,9,20.0
Dann Florek,1,5.7,5.7,4795.0,4795.0,4,0.0
Christopher Rich,1,5.7,5.7,4795.0,4795.0,4,0.0
Jason Behr,1,6.8,6.8,28542.0,28542.0,1,0.0
Michiel Huisman,4,7.35,7.8,71217.25,93767.0,8,9.0
Shawn Doyle,1,5.5,5.5,31918.0,31918.0,4,0.0
Bashar Rahal,3,4.833333333333333,5.7,17737.0,31918.0,7,6.0
Paul Sorvino,12,6.500000000000001,8.7,71545.91666666667,728685.0,16,35.0
Lela Rochon,1,4.8,4.8,11512.0,11512.0,3,0.0
Ray Nicholas,1,4.8,4.8,11512.0,11512.0,3,0.0
Maurice Compte,2,5.7,5.7,47500.0,47502.0,4,0.0
Benno Fürmann,2,5.6,6.1,12591.0,14962.0,4,3.0
Soleyman Pierini,1,7.4,7.4,77394.0,77394.0,4,0.0
Jade Kindar-Martin,1,7.4,7.4,77394.0,77394.0,4,0.0
Marley Shelton,6,5.666666666666667,6.5,18101.166666666668,56338.0,11,12.0
Lee Arenberg,1,4.6,4.6,2189.0,2189.0,3,0.0
Angus Macfadyen,2,5.25,5.9,56638.0,111087.0,5,10.0
Warren Brown,1,8.6,8.6,70568.0,70568.0,4,
Rie Rasmussen,1,6.3,6.3,28584.0,28584.0,4,0.0
Isabelle Carré,1,7.1,7.1,4885.0,4885.0,4,0.0
Jeffrey Dover,1,6.8,6.8,11101.0,11101.0,4,0.0
Tobey Maguire,1,6.8,6.8,11101.0,11101.0,4,0.0
Jeremy W. Auman,1,6.8,6.8,11101.0,11101.0,4,0.0
Maricel Álvarez,1,7.5,7.5,68885.0,68885.0,1,0.0
Hanaa Bouchaib,1,7.5,7.5,68885.0,68885.0,1,0.0
Eduard Fernández,1,7.5,7.5,68885.0,68885.0,1,0.0
Beverly D'Angelo,10,6.5200000000000005,8.6,112707.6,782437.0,9,35.0
Jacob Latimore,1,6.8,6.8,310903.0,310903.0,4,0.0
Aml Ameen,1,6.8,6.8,310903.0,310903.0,4,0.0
June Diane Raphael,1,5.4,5.4,23072.0,23072.0,1,0.0
Melissa McMeekin,2,6.65,7.9,149470.5,275869.0,4,5.0
Ellen Burstyn,10,6.869999999999999,8.4,118884.6,573541.0,8,42.0
Kevin J. O'Connor,2,6.35,7.5,16672.0,24977.0,6,1.0
Hudson Leick,1,5.2,5.2,8367.0,8367.0,5,0.0
Sami Gayle,1,5.5,5.5,36914.0,36914.0,4,0.0
Yûki Amami,1,7.7,7.7,85589.0,85589.0,4,0.0
Rumi Hiiragi,1,7.7,7.7,85589.0,85589.0,4,0.0
Yuria Nara,1,7.7,7.7,85589.0,85589.0,4,0.0
Hayley Lovitt,1,7.1,7.1,50041.0,50041.0,2,0.0
Melissa Benoist,3,7.566666666666666,8.5,156663.0,399138.0,4,1.0
Tiago Riani,1,7.1,7.1,50041.0,50041.0,2,0.0
Eva Marie Saint,2,6.0,6.4,6083.5,8427.0,5,5.0
Vincent Perez,2,6.1,6.6,10890.5,18041.0,5,7.0
Fana Mokoena,1,7.1,7.1,21223.0,21223.0,3,0.0
Tony Kgoroge,1,7.1,7.1,21223.0,21223.0,3,0.0
Terry Pheto,4,7.05,7.3,16448.75,25063.0,4,8.0
Kyle Hebert,1,6.3,6.3,4265.0,4265.0,5,0.0
Brianne Brozey,1,6.3,6.3,4265.0,4265.0,5,0.0
Joe Ochman,1,6.3,6.3,4265.0,4265.0,5,0.0
Veronika Vernadskaya,1,4.9,4.9,49312.0,49312.0,5,0.0
Dato Bakhtadze,1,4.9,4.9,49312.0,49312.0,5,0.0
Stephen Boss,2,6.35,6.5,46345.5,47297.0,3,2.0
Ryan Guzman,3,5.466666666666666,6.5,24359.0,45394.0,6,3.0
Rachel Blanchard,5,5.76,6.5,78461.8,132963.0,9,7.0
Chris Ellis,1,5.3,5.3,22220.0,22220.0,4,0.0
Eddie Jemison,2,6.8,7.1,80978.0,124242.0,6,3.0
Marco St. John,2,5.8,6.5,68634.0,124242.0,9,6.0
Robert John Burke,3,5.966666666666666,6.5,51198.666666666664,83097.0,7,15.0
Kenny Baker,4,8.225000000000001,8.8,619150.75,911097.0,5,6.0
Ryan Kruger,1,6.0,6.0,62770.0,62770.0,3,0.0
David Kross,2,7.35,7.6,100778.0,189812.0,4,8.0
Susanne Lothar,1,7.6,7.6,189812.0,189812.0,2,0.0
David Gallagher,2,6.4,6.4,38662.0,63839.0,5,9.0
Kyra Sedgwick,5,6.08,6.4,40725.0,63839.0,9,16.0
Héctor Jiménez,3,5.6000000000000005,6.1,24975.0,65551.0,6,10.0
Wendi McLendon-Covey,3,5.966666666666666,6.8,87969.0,218711.0,4,4.0
Steve Bannos,1,6.8,6.8,218711.0,218711.0,2,0.0
Portia Doubleday,3,5.400000000000001,5.9,78720.33333333333,108248.0,6,2.0
Cas Anvar,4,7.075,8.3,143968.0,379462.0,6,12.0
Russell Peters,2,5.5,7.5,194485.5,379462.0,4,5.0
Illeana Douglas,5,6.0200000000000005,7.1,23954.8,62468.0,9,12.0
Michael DeLorenzo,1,7.1,7.1,38949.0,38949.0,4,0.0
Danny Nucci,1,7.1,7.1,38949.0,38949.0,4,0.0
Judy Davis,5,6.860000000000001,7.4,27115.6,67893.0,9,29.0
Julian Richings,9,6.51111111111111,7.6,54138.444444444445,160511.0,11,18.0
John Belushi,3,7.133333333333333,7.9,85939.33333333333,142448.0,5,2.0
Holmes Osborne,2,7.0,7.1,17018.5,24019.0,7,3.0
Ken Howard,3,6.766666666666666,7.6,21743.333333333332,48909.0,9,33.0
Kyle Schmid,3,6.466666666666666,7.5,90328.33333333333,186606.0,9,1.0
Roberts Blossom,2,7.0,7.6,54438.5,69197.0,4,7.0
Pat Hingle,1,6.4,6.4,69197.0,69197.0,3,0.0
Mike Doyle,1,5.9,5.9,18771.0,18771.0,2,0.0
Nora Dunn,3,5.233333333333333,5.9,22234.0,45144.0,5,8.0
Sonja Sohn,2,7.0,7.2,27502.0,53028.0,2,1.0
Marc Anthony,1,6.8,6.8,53028.0,53028.0,2,0.0
Andrea Martin,5,6.62,9.5,15069.4,26300.0,11,10.0
George Kennedy,7,6.3,6.9,40299.0,83269.0,9,27.0
Rollo Weeks,1,5.7,5.7,3088.0,3088.0,5,0.0
Simon Callow,4,6.95,7.8,74322.5,175524.0,6,17.0
Jean Louisa Kelly,1,7.3,7.3,30230.0,30230.0,2,0.0
Doug Cockle,1,6.3,6.3,17319.0,17319.0,6,0.0
Hope Davis,10,6.94,7.3,47143.1,107557.0,11,17.0
Peter Jason,2,6.8,7.3,61945.0,73501.0,5,2.0
Brian McNamara,1,6.3,6.3,50389.0,50389.0,4,0.0
Jayne Eastwood,2,6.85,7.2,94152.0,172080.0,5,5.0
Chita Rivera,1,7.2,7.2,172080.0,172080.0,3,0.0
Joey Lauren Adams,5,6.5,7.3,76301.4,161858.0,5,13.0
Dillon Casey,1,6.8,6.8,145852.0,145852.0,2,0.0
Lucas Bryant,1,6.8,6.8,145852.0,145852.0,2,0.0
Carel Struycken,1,6.8,6.8,96607.0,96607.0,2,0.0
Heather Matarazzo,4,6.4,7.5,33401.75,94049.0,5,7.0
Rodger Bumpass,1,7.0,7.0,58906.0,58906.0,5,0.0
Tom Guiry,2,7.6,8.0,170947.5,338415.0,5,0.0
Spencer Treat Clark,3,6.3999999999999995,8.0,140633.66666666666,338415.0,5,14.0
Mike Colter,3,6.8,8.1,160843.0,482064.0,5,11.0
Yetta Gottesman,1,6.1,6.1,124501.0,124501.0,2,0.0
Bern Cohen,1,6.1,6.1,124501.0,124501.0,2,0.0
Casey Kasem,1,6.1,6.1,8146.0,8146.0,5,0.0
Melinda Dillon,2,7.15,7.7,75918.5,139288.0,3,14.0
Chris Lowell,1,7.4,7.4,270238.0,270238.0,2,0.0
Howard Hesseman,1,7.2,7.2,107557.0,107557.0,2,0.0
June Squibb,1,7.2,7.2,107557.0,107557.0,2,0.0
Vincent Leclerc,1,6.9,6.9,184641.0,184641.0,3,0.0
Cory Hardrict,1,6.9,6.9,184641.0,184641.0,3,0.0
Daniel Rindress-Kay,1,6.9,6.9,184641.0,184641.0,3,0.0
Tracie Thoms,1,7.4,7.4,428916.0,428916.0,5,0.0
Christine Cavanaugh,2,6.35,6.8,54220.0,94435.0,6,3.0
Jean Smart,2,5.6,6.3,21771.5,34258.0,5,12.0
Maria Thayer,2,7.65,8.1,110844.0,217507.0,3,0.0
Zach Gilford,6,6.400000000000001,8.7,46347.333333333336,114241.0,10,5.0
Tony Nappo,4,6.625000000000001,6.9,102323.0,188679.0,7,4.0
Fionnula Flanagan,5,7.040000000000001,7.6,95973.2,268581.0,8,13.0
Antony Starr,2,6.9,7.9,40838.5,44198.0,6,1.0
Bonnie Somerville,1,5.9,5.9,37479.0,37479.0,3,0.0
Scott Adsit,2,6.0,6.1,20216.0,37479.0,4,1.0
Christa B. Allen,2,5.35,6.1,62112.5,122187.0,4,8.0
Audrey Fleurot,1,7.7,7.7,301149.0,301149.0,3,0.0
Nina Arianda,2,7.4,7.7,151658.0,301149.0,6,5.0
John Savage,6,7.1000000000000005,8.2,60486.166666666664,232577.0,8,35.0
Raphael Sbarge,1,6.1,6.1,28942.0,28942.0,2,0.0
Brenda Song,1,5.1,5.1,15074.0,15074.0,4,0.0
Anne Meara,2,6.05,7.0,17867.0,20660.0,6,24.0
Priscilla Presley,2,6.6,6.8,80059.5,83269.0,2,3.0
Tanya Roberts,2,5.55,6.3,35949.5,68565.0,4,1.0
Patrick Macnee,2,6.449999999999999,6.6,45669.0,68565.0,4,4.0
Geraldine McEwan,1,7.5,7.5,98160.0,98160.0,5,0.0
Mark Gatiss,3,7.099999999999999,7.7,95319.66666666667,166269.0,9,4.0
Peter Sallis,1,7.5,7.5,98160.0,98160.0,5,0.0
Nellie McKay,1,7.1,7.1,167967.0,167967.0,2,0.0
Frankie Muniz,8,5.3999999999999995,7.0,19644.25,29008.0,11,6.0
Alfie Allen,2,6.9,7.8,99397.5,192930.0,7,7.0
Brenda Blethyn,6,7.1000000000000005,7.8,70553.16666666667,193455.0,11,9.0
Luisa Ranieri,1,6.5,6.5,74630.0,74630.0,3,0.0
Marcia DeBonis,1,6.5,6.5,74630.0,74630.0,3,0.0
Ken Takakura,1,6.6,6.6,39306.0,39306.0,3,0.0
Kate Capshaw,2,7.1,7.6,184637.5,329969.0,4,5.0
Larry David,4,6.574999999999999,7.6,24680.25,58967.0,4,23.0
Mehcad Brooks,3,5.966666666666666,7.2,15175.666666666666,34910.0,7,9.0
Derek Luke,7,6.528571428571429,7.3,22538.714285714286,57674.0,10,13.0
Edgar Arreola,2,7.199999999999999,7.6,107566.0,196217.0,7,0.0
Bernardo Saracino,1,7.6,7.6,196217.0,196217.0,5,0.0
Oona Laurence,2,7.4,7.5,73768.0,147128.0,5,1.0
Emmanuelle Vaugier,3,6.599999999999999,7.6,98109.66666666667,188679.0,6,3.0
Facundo Lombard,1,6.2,6.2,47297.0,47297.0,3,0.0
Sanoe Lake,1,5.6,5.6,26066.0,26066.0,3,0.0
Danny Rhodes,1,7.6,7.6,186977.0,186977.0,4,0.0
Christian Stolte,1,7.6,7.6,186977.0,186977.0,4,0.0
Megan Franich,1,6.6,6.6,138435.0,138435.0,1,0.0
Mark Rendall,2,6.449999999999999,6.6,69975.5,138435.0,2,2.0
Method Man,2,4.85,7.0,57892.0,88518.0,3,0.0
Yaphet Kotto,6,7.083333333333333,8.5,139525.16666666666,563827.0,10,27.0
Richard Dawson,1,6.6,6.6,112669.0,112669.0,4,0.0
Maria Conchita Alonso,3,4.866666666666666,6.6,39171.666666666664,112669.0,6,24.0
Tisha Campbell-Martin,3,5.933333333333333,6.9,19225.333333333332,49349.0,7,5.0
Vicky Krieps,1,6.8,6.8,159198.0,159198.0,3,0.0
Jessica Barden,1,6.8,6.8,159198.0,159198.0,3,0.0
John Macmillan,1,6.8,6.8,159198.0,159198.0,3,0.0
Yaya DaCosta,4,6.675000000000001,7.2,42721.5,110616.0,5,8.0
Jasika Nicole,1,6.7,6.7,21767.0,21767.0,2,0.0
Jurnee Smollett-Bell,5,7.0,7.6,18674.2,47626.0,8,19.0
Alan Oppenheimer,3,6.866666666666667,7.4,76271.33333333333,111117.0,11,29.0
Tom Kane,3,7.400000000000001,7.9,54323.666666666664,111117.0,10,0.0
Katie Lowes,2,7.1,7.1,148330.5,148334.0,3,0.0
Luke Mably,2,6.4,6.9,51030.0,70076.0,5,5.0
Robert Lopez,1,7.3,7.3,15600.0,15600.0,5,0.0
Huell Howser,1,7.3,7.3,15600.0,15600.0,5,0.0
Cheri Oteri,1,3.4,3.4,30651.0,30651.0,1,0.0
Kirk Baltz,1,6.8,6.8,21998.0,21998.0,3,0.0
Graham Beckel,1,6.8,6.8,21998.0,21998.0,3,0.0
Tika Sumpter,3,5.933333333333334,6.9,32003.666666666668,75903.0,7,1.0
Josh Hopkins,2,5.7,6.9,8200.0,15843.0,4,0.0
Aunjanue Ellis,4,6.300000000000001,6.9,7170.75,15843.0,8,15.0
Rhys Wakefield,3,5.966666666666666,6.3,72551.66666666667,139329.0,6,3.0
Dave Annable,1,5.2,5.2,15052.0,15052.0,3,0.0
Jacki Weaver,1,6.2,6.2,78974.0,78974.0,2,0.0
Aisha Hinds,1,7.4,7.4,146364.0,146364.0,4,0.0
Daniel Stern,5,6.659999999999999,7.4,52776.6,146364.0,8,28.0
Cameron Bright,5,6.12,7.7,134403.2,357579.0,8,2.0
Hugh Dillon,1,6.3,6.3,65979.0,65979.0,4,0.0
Drea de Matteo,1,6.3,6.3,65979.0,65979.0,4,0.0
Stephen Baldwin,2,6.25,7.2,41957.5,76842.0,7,7.0
Doug E. Doug,2,6.15,6.9,56748.5,69733.0,6,9.0
Sarah Polley,9,6.833333333333334,7.7,33146.88888888889,79517.0,9,15.0
Delphine Chanéac,1,5.8,5.8,79517.0,79517.0,3,0.0
David Hewlett,6,6.7,7.3,46456.833333333336,160511.0,8,12.0
Jordan Prentice,1,4.6,4.6,33669.0,33669.0,5,0.0
Eddie Cibrian,7,5.9142857142857155,6.7,12042.42857142857,28606.0,6,15.0
Lobo Sebastian,1,5.6,5.6,11520.0,11520.0,2,0.0
Robert Costanzo,1,5.6,5.6,11520.0,11520.0,2,0.0
Jessica Paré,2,7.0,7.0,44979.0,44979.0,4,0.0
Christopher Cousins,2,7.0,7.0,44979.0,44979.0,4,0.0
Mark Camacho,2,7.0,7.0,44979.0,44979.0,4,0.0
Sandra Vergara,1,6.4,6.4,85024.0,85024.0,2,0.0
Grace Phipps,1,6.4,6.4,85024.0,85024.0,2,0.0
Reid Ewing,1,6.4,6.4,85024.0,85024.0,2,0.0
Michael Greyeyes,3,6.8,7.2,28633.0,70771.0,6,10.0
Texas Battle,1,2.7,2.7,56451.0,56451.0,5,0.0
Christiana Leucas,1,6.4,6.4,114241.0,114241.0,3,0.0
James Burnett,1,6.4,6.4,114241.0,114241.0,3,0.0
Munro Chambers,1,4.8,4.8,22449.0,22449.0,4,0.0
Terence Maynard,2,6.1,6.1,30092.0,30092.0,2,0.0
Stark Sands,2,6.1,6.1,30092.0,30092.0,2,0.0
Phil LaMarr,3,6.5,8.9,446521.6666666667,1324680.0,6,18.0
Lynda Boyd,1,7.0,7.0,24033.0,24033.0,1,0.0
Atom Egoyan,1,7.3,7.3,21086.0,21086.0,2,0.0
Paul Gross,2,6.65,7.3,12397.5,21086.0,4,8.0
Björn Hlynur Haraldsson,1,8.2,8.2,2308.0,2308.0,3,
Ólafur Darri Ólafsson,1,8.2,8.2,2308.0,2308.0,3,
Ingvar Eggert Sigurðsson,2,7.55,8.2,2114.0,2308.0,5,0.0
Ned Bellamy,3,5.133333333333334,6.1,17953.333333333332,25558.0,7,9.0
Richard Roundtree,1,6.1,6.1,25558.0,25558.0,4,0.0
James Biberi,2,6.6,6.7,34364.0,54147.0,5,7.0
Saïd Taghmaoui,1,6.6,6.6,9004.0,9004.0,5,0.0
Emir Kusturica,2,6.949999999999999,7.3,6885.5,9004.0,5,2.0
Bill Paterson,1,7.0,7.0,23864.0,23864.0,3,0.0
Lucy Boynton,1,7.0,7.0,23864.0,23864.0,3,0.0
Nicholas Tse,2,6.25,6.9,7239.0,8215.0,4,4.0
Toby Leonard Moore,1,5.6,5.6,8215.0,8215.0,3,0.0
Sarah Carter,3,5.933333333333334,6.8,53690.0,120786.0,6,3.0
Holly Valance,2,6.35,7.9,261129.5,483756.0,3,2.0
Jaycee Chan,1,6.0,6.0,4670.0,4670.0,5,0.0
Louise Bourgoin,1,7.2,7.2,9214.0,9214.0,2,0.0
Kad Merad,2,7.15,7.2,19900.5,30587.0,3,1.0
Sandrine Kiberlain,2,7.050000000000001,7.2,5326.5,9214.0,6,8.0
Kathy Baker,1,6.8,6.8,52972.0,52972.0,4,0.0
Tyrone Keogh,1,7.1,7.1,10175.0,10175.0,3,0.0
Patrick Lyster,1,7.1,7.1,10175.0,10175.0,3,0.0
Jemima West,1,2.0,2.0,3279.0,3279.0,3,0.0
Konstantin Khabenskiy,3,6.033333333333334,7.5,16659.333333333332,47097.0,5,11.0
Sergey Garmash,2,4.65,5.2,642.0,891.0,5,5.0
Chiara Caselli,1,6.7,6.7,14618.0,14618.0,4,0.0
Hana Mae Lee,2,6.85,7.2,155797.5,213898.0,3,3.0
Birgitte Hjort Sørensen,2,6.3,6.5,69667.5,97697.0,5,1.0
Tyler Hilton,1,7.9,7.9,188637.0,188637.0,4,0.0
Dallas Roberts,3,7.0,7.9,69573.0,188637.0,6,0.0
Amanda Schull,3,6.5,7.6,13722.0,20839.0,9,16.0
Kirk Acevedo,1,7.6,7.6,20839.0,20839.0,5,
Milos Forman,1,6.4,6.4,44816.0,44816.0,3,0.0
Mark Williams,2,6.25,6.7,17919.0,19616.0,5,14.0
Bradley Pierce,1,5.8,5.8,16222.0,16222.0,4,0.0
Jennifer Hall,1,7.1,7.1,71596.0,71596.0,6,0.0
David Julian Hirsh,1,7.1,7.1,71596.0,71596.0,6,0.0
Dick Clark,2,7.55,8.0,97343.0,123090.0,7,0.0
Hannah Spearritt,1,4.9,4.9,28632.0,28632.0,4,0.0
Angel Coulby,1,7.1,7.1,92850.0,92850.0,4,0.0
Jason Lewis,1,7.1,7.1,92850.0,92850.0,4,0.0
Scott Weinger,1,8.0,8.0,260939.0,260939.0,7,0.0
Neil Brown Jr.,2,7.25,7.9,100242.0,119928.0,7,7.0
R. Marcos Taylor,1,7.9,7.9,119928.0,119928.0,5,0.0
Amrish Puri,2,7.85,8.1,250847.5,329969.0,5,2.0
John Sessions,1,7.1,7.1,2167.0,2167.0,5,0.0
Enrique Iglesias,1,6.4,6.4,130094.0,130094.0,3,0.0
Reginald VelJohnson,1,8.2,8.2,592582.0,592582.0,2,0.0
Charlie Talbert,1,7.8,7.8,182983.0,182983.0,4,0.0
Demetri Martin,1,6.7,6.7,24663.0,24663.0,3,0.0
Eddie Cahill,1,7.5,7.5,36636.0,36636.0,4,0.0
Kenneth Mitchell,1,7.5,7.5,36636.0,36636.0,4,0.0
Alex Rocco,6,5.583333333333333,7.1,37864.833333333336,121058.0,13,18.0
