Id,Label,movies_credited,degree,weighted_degree
Sid Haig,,5,10,10
Ashley Hinshaw,,1,2,2
Amy Irving,,3,6,6
Steven Hill,,1,2,2
Britney Spears,,2,2,4
Dave Allen,,2,2,4
Katherine Boecher,,2,2,4
Kirby Bliss Blanton,,1,2,2
Oliver Cooper,,1,2,2
Bill Hickman,,1,2,2
Jerry Nelson,,1,2,2
Anthony Burrell,,1,2,2
Ashley Ashida Dixon,,1,2,2
Lexie Contursi,,1,2,2
Nat Wolff,,3,6,6
Richard Dysart,,1,2,2
Robert Foxworth,,1,2,2
Talia Shire,,2,4,4
Kathryn Erbe,,3,6,6
Lusia Strus,,1,2,2
Kelvin Taylor,,1,2,2
Viva Bianca,,1,2,2
Mare Winningham,,1,2,2
Peter Hermann,,2,4,4
Dichen Lachman,,2,4,4
Joanna 'JoJo' Levesque,,1,2,2
Tammin Sursok,,1,2,2
Meg Crosbie,,1,2,2
Lark Voorhies,,1,2,2
Bill Irwin,,3,6,6
John Colicos,,1,2,2
Herbert Grönemeyer,,1,2,2
Martin Semmelrogge,,1,2,2
Tom Hughes,,1,2,2
Zhengyong Zhang,,1,2,2
Gary Weeks,,1,2,2
Jonny Weston,,2,4,4
Sofia Black-D'Elia,,2,4,4
Tammy Blanchard,,2,4,4
Veronika Dash,,1,2,2
Sherman Hemsley,,1,2,2
Aleksa Palladino,,1,2,2
Greg Mottola,,1,2,2
Jill Clayburgh,,1,2,2
Brian Dietzen,,1,2,2
Kelly Clarkson,,1,2,2
Nick Damici,,2,4,4
Susan Gardner,,1,2,2
Samantha Ivers,,1,2,2
Ah-sung Ko,,1,2,2
Doona Bae,,1,2,2
Paul Gleason,,1,2,2
Sabrina Ferilli,,1,2,2
Serena Grandi,,1,2,2
Toni Servillo,,1,2,2
Jake Richardson,,1,2,2
Michael Harding,,1,2,2
Harmony Korine,,1,2,2
Mia Wasikowska,,3,6,6
David Richmond-Peck,,1,2,2
Erin Boyes,,1,2,2
Timothy Webber,,1,2,2
Eamonn Walker,,3,6,6
Alicja Bachleda,,3,6,6
James Shigeta,,1,2,2
Andy Davoli,,1,2,2
Bálint Péntek,,1,2,2
Marcell Nagy,,1,2,2
Péter Fancsikai,,1,2,2
Dahong Ni,,2,2,4
Ni Yan,,3,4,6
Ryu Kohata,,1,2,2
Yuanyuan Gao,,1,2,2
Rebecca Black,,1,2,2
Hiroyuki Ikeuchi,,1,2,2
Meisa Kuroki,,1,2,2
Ana Imnadze,,1,2,2
Kenneth Cranham,,1,2,2
Emma Lung,,1,2,2
Michael Dorman,,1,2,2
Rachael Carpani,,1,2,2
Alexandra Callas,,1,2,2
Kelly LeBrock,,1,2,2
Connor Corum,,1,2,2
Gary Daniels,,1,2,2
Ginger Jensen,,1,2,2
Matt Marr,,1,2,2
Denise Crosby,,1,2,2
Akira Terao,,1,2,2
Tatsuo Matsumura,,1,2,2
Tetsu Watanabe,,1,2,2
Hailu Qin,,1,2,2
Wei Tang,,1,2,2
Harry Carey Jr.,,3,6,6
Zach Galligan,,2,4,4
Peter Cushing,,1,2,2
Jason Mantzoukas,,1,2,2
Klaus Kinski,,1,2,2
Daniel Zettel,,1,2,2
Selton Mello,,1,2,2
Wagner Moura,,3,6,6
Jack McGee,,2,4,4
Lane Smith,,3,6,6
Christopher Sommers,,1,2,2
Zoe Ventoura,,1,2,2
John Enos III,,2,4,4
Lauren German,,4,8,8
Robert Prosky,,1,2,2
Eric Mabius,,3,6,6
George Newbern,,2,4,4
Shawnee Smith,,6,10,12
Sid Caesar,,5,7,10
Alicia Keys,,1,2,2
Peter Berg,,1,2,2
Gabrielle Carteris,,1,2,2
Steven Bauer,,1,2,2
Bud Cort,,2,4,4
Louise Fletcher,,3,6,6
Eva Birthistle,,1,2,2
Fiona Glascott,,1,2,2
Hardy Krüger,,1,2,2
Pauline Collins,,1,2,2
Sheridan Smith,,1,2,2
Patricia Tallman,,1,2,2
Jim Rash,,2,4,4
Kevin Tighe,,3,6,6
Alan Van Sprang,,2,4,4
Scott Handy,,1,2,2
Jimi Mistry,,3,6,6
Alex Karpovsky,,2,4,4
Lisa Pelikan,,1,2,2
Wayne Pygram,,1,2,2
Samantha Eggar,,1,2,2
Angus Barnett,,1,2,2
David Kennedy,,1,2,2
Phyllida Law,,1,2,2
Geoff Bell,,3,6,6
Scott Patterson,,1,2,2
Britt Ekland,,1,2,2
John Cassavetes,,2,4,4
Alix Freihage,,1,2,2
Lina Esco,,1,2,2
Deborra-Lee Furness,,1,2,2
John Howard,,1,2,2
Max Cullen,,1,2,2
John Abraham,,2,4,4
Preity Zinta,,2,3,4
Shah Rukh Khan,,4,7,8
Tom Cullen,,3,6,6
Francesc Pagès,,1,2,2
Gary Lockwood,,1,2,2
Glenn Beck,,1,2,2
Keir Dullea,,1,2,2
Dee Wallace,,4,8,8
Raoul Max Trujillo,,1,2,2
Kelli Williams,,1,2,2
Antonia Thomas,,1,2,2
Hannah Britland,,1,2,2
Johnny Flynn,,1,2,2
Arjun Rampal,,1,2,2
Boman Irani,,1,2,2
Riteish Deshmukh,,2,4,4
Taylor Handley,,1,2,2
Santiago Cabrera,,1,2,2
Eric Elmosnino,,1,2,2
François Damiens,,1,2,2
Karin Viard,,2,4,4
Glen Powell,,2,4,4
Leigh Whannell,,3,5,6
Clare Kramer,,1,2,2
Eddie Albert,,2,4,4
Richard Beymer,,2,4,4
Ted Raimi,,4,7,8
Frances Bay,,2,4,4
Patricia Belcher,,2,4,4
Al Leong,,2,4,4
Jack Wild,,1,2,2
Ron Moody,,1,2,2
Andrew Lawrence,,1,2,2
Dabney Coleman,,2,4,4
Angelo Rossitto,,2,4,4
Tina Turner,,1,2,2
Vernon Wells,,3,6,6
Stephanie Lemelin,,1,2,2
Hayley Kiyoko,,1,2,2
Vanity,,2,4,4
Austin O'Brien,,1,2,2
Jeff Fahey,,2,4,4
Sal Lopez,,1,2,2
Shiri Appleby,,2,4,4
Tom Waits,,1,2,2
Isiah Whitlock Jr.,,1,2,2
Herbert Lom,,2,4,4
Jaden Klein,,1,2,2
Laila Haley,,1,2,2
Johnny Whitworth,,2,4,4
Eddie Jones,,2,4,4
Richard Lynch,,2,4,4
Ronald Pickup,,1,2,2
Tina Desai,,1,2,2
Charlie Murphy,,1,2,2
Jennifer Tung,,1,2,2
Simon Rhee,,1,2,2
Steve Oedekerk,,1,2,2
Michael Gross,,2,4,4
Reba McEntire,,1,2,2
Lindy Booth,,2,4,4
Byron Mann,,1,2,2
Carlos Alazraqui,,1,2,2
Harry Styles,,1,2,2
Niall Horan,,1,2,2
Zayn Malik,,1,2,2
Chad Allen,,1,2,2
Chase Ellison,,2,4,4
Jack Guzman,,1,2,2
Jasper Cole,,1,2,2
Rob Huebel,,2,4,4
Michaela Conlin,,1,2,2
Tamara Taylor,,2,4,4
Johanna Braddy,,2,4,4
Lee Tergesen,,1,2,2
Carlo Cecchi,,1,2,2
Clotilde Mollet,,1,2,2
Johannes Silberschneider,,1,2,2
Iddo Goldberg,,2,4,4
India de Beaufort,,1,2,2
Jillian Estell,,1,2,2
François Chau,,1,2,2
Toby Huss,,1,2,2
Evan Ross,,2,4,4
Alba Rohrwacher,,1,2,2
Flavio Parenti,,1,2,2
Waris Ahluwalia,,1,2,2
Lesley Ann Warren,,2,4,4
Dennis Burkley,,1,2,2
Tim DeKay,,2,4,4
Gillian White,,1,2,2
Eoin Macken,,1,2,2
Gen Seto,,1,2,2
Stephanie Vogt,,1,2,2
Dree Hemingway,,1,2,2
Maria Dizzia,,1,2,2
Eddie 'Piolin' Sotelo,,1,2,2
Robert Peters,,2,4,4
Naseeruddin Shah,,2,4,4
Rekha,,2,4,4
Sharat Saxena,,1,2,2
Carol Sutton,,1,2,2
Scott A. Martin,,1,2,2
Robert Pralgo,,2,4,4
Adriane Lenox,,1,2,2
Norah Jones,,1,2,2
George DiCenzo,,1,2,2
Sergej Trifunovic,,1,2,2
Karen Mok,,1,2,2
Anna Vareschi,,1,2,2
Cheryl Tiegs,,1,2,2
Michel Serrault,,1,2,2
Claire Foy,,1,2,2
Haluk Bilginer,,1,2,2
Numan Acar,,1,2,2
Aitana Sánchez-Gijón,,1,2,2
Romane Bohringer,,2,4,4
Lubna Azabal,,2,4,4
Kip Pardue,,3,6,6
Larry Fessenden,,2,4,4
Danny Dyer,,5,10,10
Laura Harris,,2,4,4
Dulé Hill,,2,4,4
Kerry Cahill,,1,2,2
Lee Norris,,1,2,2
Andrés Montiel,,1,2,2
Jorge Luis Moreno,,1,2,2
William Miller,,1,2,2
Jared Gilman,,1,2,2
Harvey Weinstein,,2,4,4
Sandra Echeverría,,1,2,2
Nicholas Hamilton,,1,2,2
Reef Ireland,,1,2,2
Sean Keenan,,1,2,2
Glenn Plummer,,2,4,4
Drew Fuller,,2,4,4
Drew Waters,,3,6,6
Danny Sapani,,1,2,2
Leonor Watling,,1,2,2
Adrienne Pickering,,1,2,2
Damian Walshe-Howling,,1,2,2
Gyton Grantley,,2,4,4
Adrian Holmes,,1,2,2
Craig Fairbrass,,1,2,2
Teryl Rothery,,1,2,2
Chase Armitage,,1,2,2
Mishael Morgan,,1,2,2
Shane Pollard,,1,2,2
Michael McElhatton,,3,6,6
Amanda Troop,,1,2,2
Veronica Ferres,,1,2,2
Charlotte Bøving,,1,2,2
Sigríður María Egilsdóttir,,1,2,2
Sendhil Ramamurthy,,2,4,4
Shabana Azmi,,1,2,2
Jesse Moss,,1,2,2
John Light,,1,2,2
Luke Perry,,3,6,6
Dal-su Oh,,1,2,2
Enrique Murciano,,1,2,2
Victor Rivers,,1,2,2
Akon,,2,4,4
Burt Kwouk,,2,4,4
Emmanuelle Riva,,1,2,2
Jean-Louis Trintignant,,2,4,4
Jesse Garcia,,2,4,4
Spencer Tracy,,4,8,8
Antonio de la Torre,,1,2,2
Carmen Maura,,1,2,2
Don Francks,,1,2,2
John Vernon,,2,4,4
Jizelle Jade,,1,2,2
Luisa D'Oliveira,,1,2,2
Michaela McManus,,1,2,2
Bárbara Mori,,1,2,2
Steven Michael Quezada,,2,4,4
Luke Ford,,2,4,4
Katrina Kaif,,2,4,4
Vic Waghorn,,1,2,2
Bolaji Badejo,,1,2,2
Edwin Neal,,2,2,4
Marilyn Burns,,2,2,4
Rosalind Harris,,1,2,2
Earl Cameron,,1,2,2
Parker Bagley,,1,2,2
Shanley Caswell,,2,4,4
Alessandro Preziosi,,1,2,2
Lunetta Savino,,1,2,2
Jarrod Bunch,,1,2,2
Alex Vincent,,1,2,2
Catherine Hicks,,1,2,2
Dinah Manoff,,1,2,2
Bill Clinton,,3,5,6
Tucker Albrizzi,,1,2,2
Roberta Valderrama,,1,2,2
Denholm Elliott,,4,7,8
Don Ameche,,2,4,4
Ralph Bellamy,,1,2,2
Patrick Cranshaw,,1,2,2
Danny Webb,,2,4,4
Gbenga Akinnagbe,,1,2,2
Dylan Kussman,,1,2,2
Kristin Lehman,,1,2,2
Nicky Katt,,2,4,4
Chris Young,,1,2,2
Hunter Tylo,,1,2,2
Katherine Kelly Lang,,1,2,2
Ronn Moss,,1,2,2
John Carradine,,3,6,6
Robert Urich,,1,2,2
Carly Schroeder,,2,4,4
Janet McTeer,,2,4,4
Jun Kunimura,,1,2,2
Jung-min Hwang,,1,2,2
Woo-hee Chun,,1,2,2
Heather Morris,,2,4,4
Kevin McHale,,1,2,2
Chatchai Plengpanich,,1,2,2
Mai Charoenpura,,1,2,2
Julie Engelbrecht,,1,2,2
Lionel Abelanski,,1,2,2
Gary McDonald,,1,2,2
Q'orianka Kilcher,,2,4,4
Jacqueline McKenzie,,1,2,2
Peter Callan,,1,2,2
Vince Colosimo,,1,2,2
Lars Mikkelsen,,1,2,2
Thure Lindhardt,,2,4,4
Perrey Reeves,,1,2,2
John Henshaw,,1,2,2
Ronit Elkabetz,,1,2,2
Émilie Dequenne,,1,2,2
David Gulpilil,,2,4,4
Steven Waddington,,1,2,2
Harrison Gilbertson,,1,2,2
Steve Le Marquand,,1,2,2
Maïwenn,,2,4,4
James Arnold Taylor,,1,2,2
Celina Jade,,1,2,2
Debrianna Mansini,,1,2,2
Alan Bates,,1,2,2
Frederic Forrest,,1,2,2
David Hemmings,,1,2,2
Milo O'Shea,,1,2,2
Bjørn Sundquist,,2,4,4
Louisa Milwood-Haigh,,1,2,2
Stian Smestad,,1,2,2
Molly Hagan,,1,2,2
Max Beesley,,1,2,2
Valarie Pettiford,,1,2,2
Brad James,,1,2,2
Sung-kee Ahn,,1,2,2
Yu-mi Jeong,,1,2,2
Samuel Roukin,,1,2,2
Christopher B. Duncan,,1,2,2
Jimmy Shergill,,3,6,6
Robert Redford,,1,0,0
Casey Siemaszko,,2,4,4
Vanessa Martinez,,1,2,2
Clive Standen,,1,2,2
Martin Lucey,,1,2,2
Orla Fitzgerald,,1,2,2
Padraic Delaney,,1,2,2
Aditya Roy Kapoor,,1,2,2
Madhuri Dixit,,1,2,2
Ranbir Kapoor,,2,4,4
Deborah Kerr,,2,4,4
Peter Ustinov,,3,6,6
Robert Taylor,,1,2,2
Bergüzar Korel,,1,2,2
Ghassan Massoud,,1,2,2
Necati Sasmaz,,1,2,2
Jim Henson,,1,2,2
James Huang,,1,2,2
Lindsay Price,,1,2,2
Angela Cartwright,,1,2,2
Eleanor Parker,,1,2,2
Nicholas Hammond,,1,2,2
Howard Morris,,1,2,2
Patrick Cronin,,1,2,2
Jill Talley,,1,2,2
Steven Christopher Parker,,1,2,2
Frances Lee McCain,,1,2,2
David Schneider,,1,2,2
Megan Burns,,1,2,2
Noah Huntley,,1,2,2
Jennifer Freeman,,1,2,2
Marques Houston,,1,2,2
Steve Harvey,,2,4,4
Daisy Betts,,1,2,2
David Denman,,1,2,2
James Kyson,,2,4,4
Josh Pais,,2,4,4
Lola Glaudini,,1,2,2
Mackenzie Davis,,1,2,2
Justin Hall,,1,2,2
Natalie Stephany Aguilar,,1,2,2
Tina Gilton,,1,2,2
George Lazenby,,1,2,2
Telly Savalas,,1,2,2
Jeff Marlow,,1,2,2
Nick Wechsler,,1,2,2
Heather Langenkamp,,2,4,4
Tracy Middendorf,,1,2,2
Keri Lynn Pratt,,2,4,4
Sean Michael Afable,,2,4,4
Richard Howland,,1,2,2
Sarain Boylan,,1,2,2
Diego Velazquez,,1,2,2
Omar Metwally,,1,2,2
Christopher Nicholas Smith,,2,4,4
Michaela Watkins,,1,2,2
Fred Armisen,,2,4,4
Samuel West,,2,4,4
David Thewlis,,1,2,2
Emmanuelle Béart,,1,2,2
Vernee Watson,,1,2,2
Kevin Rahm,,1,2,2
Robbie Kay,,1,2,2
Gina McKee,,2,4,4
Amy Locane,,1,2,2
Laurel Holloman,,2,4,4
Marina Sirtis,,1,2,2
Evan McGuire,,1,2,2
Mick Lally,,1,2,2
Sean Lennon,,1,2,2
Karen Pittman,,1,2,2
Mary Catherine Garrison,,1,2,2
Alexa Havins,,1,2,2
Tony Devon,,2,4,4
Alexia Fast,,1,2,2
Kesun Loder,,1,2,2
Larry Drake,,1,2,2
Chris Owen,,1,2,2
Ian Tracey,,1,2,2
William Shimell,,1,2,2
Zen McGrath,,1,2,2
Mitsuo Iwata,,1,2,2
Takeshi Kusao,,1,2,2
Tesshô Genda,,1,2,2
Julie LeBreton,,1,2,2
Roy Dupuis,,1,2,2
Rachel Ann Mullins,,1,2,2
Jack Kao,,2,4,4
Leehom Wang,,1,2,2
Ruby Lin,,1,2,2
Darren Boyd,,1,2,2
Lucy Fry,,2,4,4
Mckenna Grace,,1,2,2
Natalie Coughlin,,1,2,2
Jean-Claude Lecas,,1,2,2
Kacey Clarke,,1,2,2
Mark Wingett,,2,4,4
Anna Katarina,,1,2,2
Craig Sheffer,,1,2,2
Helena Mattsson,,1,2,2
Scott Takeda,,2,4,4
Jessica Tandy,,2,4,4
Patti LuPone,,2,4,4
Anita Mui,,2,4,4
Françoise Yip,,1,2,2
Garvin Cross,,1,2,2
Reda Kateb,,1,2,2
Ángela Molina,,1,2,2
Todd Louiso,,1,2,2
Stanislav Ianevski,,1,2,2
Ellie Kendrick,,1,2,2
Nastassja Kinski,,1,2,2
Molly Parker,,1,2,2
Richard Bull,,2,4,4
Eric Johnson,,2,3,4
Roschdy Zem,,1,2,2
Natalie Mendoza,,1,2,2
Nathin Butler,,1,2,2
Razaaq Adoti,,1,2,2
Mary Goggin,,1,2,2
Saif Ali Khan,,2,4,4
Vic Aviles,,1,2,2
Danielle Darrieux,,1,2,2
Elyas M'Barek,,1,2,2
Jennifer Ulrich,,1,2,2
Max Riemelt,,1,2,2
Charles Baker,,1,2,2
Ayla Kell,,1,2,2
George Coe,,1,2,2
Aki Aleong,,1,2,2
Brahim Achabbakhe,,1,2,2
Jill St. John,,1,2,2
Cynthia Rhodes,,1,2,2
Lee Ving,,1,2,2
Geneviève Lemon,,1,2,2
Ian Mune,,1,2,2
Angus Sampson,,1,2,2
Emma Caulfield,,3,6,6
Clifton James,,2,4,4
Cody Linley,,1,2,2
Paulina Gerzon,,1,2,2
Sakina Jaffrey,,1,2,2
Kwesi Ameyaw,,1,2,2
Michael J. Burg,,1,2,2
Hervé Villechaize,,1,2,2
Craig Conway,,1,2,2
MyAnna Buring,,3,6,6
Shauna Macdonald,,1,2,2
Bob Costas,,1,2,2
Allison Miller,,1,2,2
Vanessa Ray,,2,4,4
Mary Tyler Moore,,1,2,2
Ken Foree,,1,2,2
Rick Fox,,1,2,2
Erin Daniels,,1,2,2
Matthew McGrory,,1,2,2
Bernard Fox,,1,2,2
Charles Aidman,,1,2,2
Elizabeth MacRae,,1,2,2
Fred Melamed,,1,2,2
Peter Breitmayer,,1,2,2
Darryl Stephens,,1,2,2
Teddy Sears,,1,2,2
Barbara Hershey,,5,9,10
Irvin Kershner,,1,2,2
George Wendt,,1,2,2
Jonathan Brandis,,1,2,2
Anupam Kher,,6,12,12
Deborah Mailman,,2,4,4
Roy Billing,,1,2,2
Lil' Wayne,,1,2,2
Alastair Duncan,,1,2,2
Michael J. Pollard,,1,2,2
Miriama Smith,,1,2,2
Nathaniel Lees,,1,2,2
Randy Couture,,1,2,2
Katie Aselton,,3,6,6
Cheryl Ladd,,2,4,4
Ashley Gerasimovich,,1,2,2
Samantha Barks,,1,2,2
Jennifer Butler,,1,2,2
Rick Rossovich,,1,2,2
Jack O'Halloran,,1,2,2
Terence Hill,,1,2,2
Valérie Lemercier,,1,2,2
Erin Wasson,,1,2,2
Nathalie Fay,,1,2,2
Derek Wayne Johnson,,1,2,2
Susie Abromeit,,1,2,2
Richard Graham,,1,2,2
Casey Affleck,,1,1,1
Eleanor Bron,,1,2,2
Leonid Yarmolnik,,1,2,2
Valentin Golubenko,,1,2,2
Yuriy Tsurilo,,1,2,2
Bob Marley,,1,2,2
David Della Rocco,,1,2,2
Stephen Au,,1,2,2
Erin Fitzgerald,,1,2,2
Ivan Okhlobystin,,1,2,2
Wendee Lee,,1,2,2
Cindy Robinson,,1,2,2
Debi Derryberry,,1,2,2
Kate Higgins,,1,2,2
Sydney Penny,,1,2,2
Ben Browder,,1,2,2
Olesya Rulin,,2,2,4
Gordon Pinsent,,2,4,4
John Ralston,,1,2,2
Justin Edward Seale,,1,2,2
Rex Baker,,1,2,2
Travis Aaron Wade,,1,2,2
Heike Makatsch,,1,2,2
Johanna Wokalek,,1,2,2
Maria Schrader,,1,2,2
Jason Cerbone,,1,2,2
Mark De Alessandro,,1,2,2
Gil Bellows,,1,2,2
Ahmad Massad,,1,2,2
Mélissa Désormeaux-Poulin,,1,2,2
Giulia Michelini,,1,2,2
Laura Morante,,1,2,2
Silvio Muccino,,1,2,2
André Ramiro,,1,2,2
Fernanda Machado,,1,2,2
Annabelle Wallis,,2,4,4
Gabriel Bateman,,2,4,4
Jessica Mauboy,,1,2,2
Magda Szubanski,,1,2,2
John Cothran,,1,2,2
Lloyd Avery II,,1,2,2
Na'Blonka Durden,,1,2,2
Danielle von Zerneck,,1,2,2
Rosanna DeSoto,,1,2,2
Len Cariou,,1,2,2
Rita Moreno,,3,6,6
Sandy Dennis,,1,2,2
Jake Cherry,,1,2,2
Marin Hinkle,,1,2,2
David Wayne,,2,4,4
Eric Christmas,,1,2,2
Paula Kelly,,1,2,2
Juliane Köhler,,1,2,2
Matthias Habich,,1,2,2
Merab Ninidze,,1,2,2
Emily Podleski,,1,2,2
Sara-Marie Maltha,,1,2,2
Stellan Skarsgård,,1,2,2
Chulpan Khamatova,,1,2,2
Florian Lukas,,1,2,2
Mark Bazeley,,1,2,2
Maurice Roëves,,1,2,2
Beverly Randolph,,2,2,4
Clu Gulager,,4,6,8
Linnea Quigley,,3,4,6
Fortunato Cerlino,,1,2,2
Marco D'Amore,,1,2,2
Maria Pia Calzone,,1,2,2
Olivia Newton-John,,1,2,2
Osama bin Laden,,1,2,2
Ricky Martin,,1,2,2
Stevie Wonder,,1,2,2
Katharine Ross,,2,4,4
Kenneth Mars,,1,2,2
Ted Cassidy,,1,2,2
Ed Wynn,,1,2,2
Elsa Lanchester,,1,2,2
Glynis Johns,,1,2,2
George Chakiris,,1,2,2
Rodney Dangerfield,,1,2,2
Kelly Jo Minter,,1,2,2
Lisa Wilcox,,1,2,2
Matthew Borlenghi,,1,2,2
Erik Estrada,,1,2,2
Ajay Naidu,,2,4,4
John D'Leo,,1,2,2
Jennifer Jones,,1,2,2
Lillian Gish,,2,4,4
Tom Atkins,,2,4,4
Ossie Davis,,3,6,6
Rachel Blakely,,1,2,2
Richard Norton,,1,2,2
John Lynch,,1,2,2
David Alan Grier,,2,4,4
Abby Mukiibi Nkaaga,,1,2,2
Tamara Glynn,,1,2,2
Brandon Smith,,1,2,2
Rick Dial,,1,2,2
Daryl Hannah,,1,1,1
Amy Madigan,,2,4,4
Luis E. Carazo,,1,2,2
Dominik García-Lorido,,1,2,2
Wale Ojo,,1,2,2
Annette Badland,,2,4,4
Hugh M. Hefner,,2,4,4
Raquel Alessi,,1,2,2
Windell Middlebrooks,,1,2,2
Lawrence Gilliard Jr.,,2,4,4
Jason Dohring,,1,2,2
John Cameron Mitchell,,1,2,2
Miriam Shor,,1,2,2
Ryan Bollman,,1,2,2
Todd Susman,,1,2,2
Alexis Kendra,,1,2,2
Monda Scott,,1,2,2
Rachel Alig,,1,2,2
Lynne Thigpen,,1,2,2
Polly Noonan,,1,2,2
Frederick Weller,,1,2,2
L.Q. Jones,,2,4,4
Warren Oates,,2,4,4
William Holden,,3,6,6
Lesley-Anne Down,,1,2,2
Michael Elphick,,1,2,2
Pamela Salem,,1,2,2
Bryan Dick,,1,2,2
Paul Popplewell,,1,2,2
Marc Singer,,1,2,2
Michael Berryman,,5,10,10
Kendrick Cross,,1,2,2
Sammy Nagi Njuguna,,1,2,2
Mélanie Doutey,,1,2,2
Nathalie Baye,,1,2,2
Cara Seymour,,2,4,4
Ji-hyun Jun,,1,2,2
Diane Ladd,,1,2,2
Ritchie Montgomery,,1,2,2
Peter McNamara,,2,4,4
Bill Baird,,1,2,2
Noam Chomsky,,2,4,4
Pat Buchanan,,1,2,2
Catherine Bell,,1,2,2
Robert Wahlberg,,1,2,2
John Bell,,1,2,2
Sean Cook,,1,2,2
Blake Ritson,,1,2,2
Debbie Harry,,2,4,4
Leslie Carlson,,1,2,2
Reiner Schwarz,,1,2,2
Li Jun Li,,1,2,2
Shawn Parsons,,1,2,2
Martijn Lakemeier,,1,2,2
Tygo Gernandt,,1,2,2
Yorick van Wageningen,,1,2,2
Michel Simon,,1,2,2
Paul Scofield,,2,4,4
Trieu Tran,,1,2,2
Johnny Nguyen,,1,2,2
Nathan Jones,,1,2,2
Belinda Stewart-Wilson,,1,2,2
James Buckley,,1,2,2
Simon Bird,,1,2,2
Parminder Nagra,,1,2,2
Edie Falco,,4,8,8
Eva Marcille,,1,2,2
Wayne Brady,,1,2,2
Wesley Jonathan,,3,6,6
Asin,,1,2,2
Johnny Lever,,1,2,2
Mithun Chakraborty,,1,2,2
Andrea Ros,,1,2,2
Jonathan D. Mellor,,1,2,2
Pablo Rosso,,2,4,4
Alexis Biesiada,,1,2,2
Kayla Jackson,,1,2,2
Kayla Raparelli,,1,2,2
Nicholas Bell,,1,2,2
Tony Danza,,1,2,2
John Hillerman,,1,2,2
Avery Schreiber,,1,2,2
Stephen Macht,,1,2,2
François Berléand,,1,2,2
Gérard Jugnot,,1,2,2
Jean-Baptiste Maunier,,1,2,2
Claudia Ferri,,1,2,2
Luke Kirby,,1,2,2
Franky G,,2,4,4
Danny Aiello,,3,6,6
Jean-Pierre Darroussin,,1,2,2
Jean-Pierre Léaud,,1,2,2
Kati Outinen,,1,2,2
Jo Prestia,,1,2,2
Hitoshi Matsumoto,,1,2,2
Lindsay Kay Hayward,,1,2,2
Shinobu Terajima,,1,2,2
Madhavan,,1,2,2
David Dastmalchian,,1,2,2
Cree Kelly,,1,2,2
Mike Eshaq,,1,2,2
Ron Silver,,1,2,2
Shane Meadows,,1,2,2
Aksel Hennie,,1,2,2
Julie R. Ølgaard,,1,2,2
Synnøve Macody Lund,,1,2,2
Adam Butcher,,1,2,2
Colin Farrell,,1,2,2
Jessica Chastain,,1,2,2
George Voskovec,,1,2,2
Teresa Wright,,2,4,4
Abhishek Bachchan,,3,6,6
Prateik,,1,2,2
Sumalee Montano,,1,2,2
Amiah Miller,,1,2,2
Sprague Grayden,,2,4,4
Daren Kagasoff,,1,2,2
Shelley Hennig,,2,4,4
Jennifer Rubin,,1,2,2
John Saxon,,1,2,2
Eugenio Derbez,,2,4,4
Hugo Stiglitz,,1,2,2
Jessica Lindsey,,1,2,2
Alisha Boe,,1,2,2
Brendon Eggertsen,,1,2,2
Matt Shively,,1,2,2
Victor Mature,,1,2,2
Catherine Schell,,1,2,2
Paul Lukas,,2,2,4
Robert J. Wilke,,2,2,4
Gloria Sandoval,,1,2,2
Molly Ephraim,,2,4,4
Richard Cabral,,1,2,2
Jorja Fox,,1,2,2
Garrett Ryan,,1,2,2
James Lafferty,,1,2,2
Brian O'Halloran,,2,3,4
Jamie Draven,,1,2,2
Helen Martin,,2,4,4
William Schallert,,1,2,2
Tom Burlinson,,1,2,2
Tony Bonner,,1,2,2
Alice Playten,,1,2,2
Constance Shulman,,1,2,2
John Beasley,,1,2,2
June Carter Cash,,1,2,2
Diana Scarwid,,2,4,4
Chrystale Wilson,,1,2,2
Monica Calhoun,,3,6,6
Edwin Hodge,,1,2,2
Perdita Weeks,,1,2,2
Cameron Mills,,1,2,2
Gene Tierney,,1,2,2
Lindsay Wagner,,1,2,2
Persis Khambatta,,1,2,2
Peter Mark Richman,,1,2,2
Scott Reeves,,1,2,2
Rachel Korine,,1,2,2
Kim Darby,,2,4,4
Daniel Giménez Cacho,,1,2,2
María Aura,,1,2,2
Peter Serafinowicz,,1,2,2
Randy Wayne,,4,8,8
Miriam Colon,,1,2,2
Ellie Cornell,,1,2,2
Kathleen Kinmont,,1,2,2
Clayton Rohner,,1,2,2
Deborah Foreman,,1,2,2
Robert Beltran,,2,4,4
William Sanderson,,1,2,2
Andrew Airlie,,1,2,2
Ryan Robbins,,1,2,2
Claire Geare,,1,2,2
Sahajak Boonthanakit,,1,2,2
Sterling Jerins,,1,2,2
Vanna Bonta,,1,2,2
Finlay Currie,,1,2,2
George Sanders,,2,4,4
Gina Lollobrigida,,2,4,4
Adolphe Menjou,,1,2,2
Gary Cooper,,2,4,4
Helen Hayes,,1,2,2
Lauren London,,1,2,2
Colleen O'Shaughnessey,,1,2,2
Lara Jill Miller,,1,2,2
Mona Marshall,,1,2,2
Marina Hands,,1,2,2
Stéphane Rousseau,,1,2,2
Nicol Williamson,,1,2,2
Michael Richards,,1,2,2
Shirley Jones,,2,4,4
Jessica Walter,,1,2,2
Claudia Cardinale,,1,2,2
Jack Elam,,1,2,2
Woody Strode,,4,8,8
